"","","","","","","","","",""
"PROYECTOS DE INVESTIGACION Y DESARROLLO DESDE EL AÑO 2000","","","","","","","","",""
"(Los montos están en miles $)","","","","","","","","",""
"","","","","","","","","",""
"CODIGO","AÑO CONCURSO","TITULO","PALABRA CLAVE 1","PALABRA CLAVE 2","PALABRA CLAVE 3","DIRECTOR GENERAL","FECHA INICIO","FECHA TERMINO","MONTO ADJ. FONDEF"
"D07I1095","2007","EFECTO INMUNOESTIMULADOR Y TECNOLOGÍA DE PRODUCCIÓN DE OLIGOSACÁRIDOS (ß (1,3-1,6) GLUCANOS) EXTRAÍD OS DE ALGAS PARDAS CULTIVADAS Y SU EVALUACIÓN EN CULTIVOS DE PECES Y MOLUSCOS ","INMUNOESTIMULADOR","OLIGOSACÁRIDO (ß 1,3/1,6","ALGAS PARDAS","ROBERTO FLORES AGUILAR","2/11/2009","11/10/2011","299.000"
"D07I1096","2007","BASES TECNOLÓGICAS PARA LA CREACIÓN DE LA INDUSTRIA DE ECOFERTILIZANTES MEDIANTE EL USO DE BIOCARBÓN PRODUCIDO A PARTIR DE RESIDUOS BIOMÁSICOS ","BIOCARBÓN","ECOFERTILIZANTE","RESIDUOS BIOMÁSICOS","RODRIGO NAVIA DIEZ","12/15/2008","12/15/2012","284.000"
"D07I1101","2007","SEGREGACIÓN DE CLONES DE EUCALYPTUS NITENS MEDIANTE MICRO Y NANOTECNOLOGÍAS PARA LA FABRICACIÓN DE P RODUCTOS DE INGENIERÍA DE ALTO VALOR ","EUCALYPTUS NITENS","NANOTECNOLOGÍAS","PRODUCTOS DE MADERA AVANZ","WILLIAM GACITUA ESCOBAR","2/23/2009","2/23/2012","299.000"
"D07I1109","2007","GENERACIÓN Y USO DE GASES BIOGÉNICOS EN CHILE COMO SUSTITUTO DE GAS NATURAL (SNG)  ","GAS NATURAL","GAS BIOGÉNICO","ENERGÍAS RENOVABLES","ALFREDO GORDON STRASSER","2/1/2009","10/31/2011","138.000"
"D07I1110","2007","FORMACIÓN DE UN PLANTEL DE REPRODUCTORES  PARA EL DESARROLLO  DE LA TECNOLOGÍA  DE PRODUCCIÓN DE HUE VOS Y JUVENILES  DE  ESTURIÓN  BLANCO  (ACIPENSER  TRANSMONTANUS )  Y  DE  ESTURIÓN SIBERIANO (ACIPE NSER BAERII) A ESCALA INDUSTRIAL  EN CHILE.","REPRODUCCION","TECNOLOGIA","PRODUCCION","JUAN URIBE BARICHIVIC","1/9/2009","1/9/2012","384.000"
"D07I1113","2007","DESARROLLO DE PRODUCTOS TERAPÉUTICOS PARA TRATAMIENTO DE LA HIPERTENSIÓN ARTERIAL A PARTIR DE ESPECI ES HERBÁCEAS DE LA FLORA CHILENA ","EXTRACTOS ACTIVOS","HIPERTENSIÓN ARTERIAL","ESPECIES HERBÁCEAS","RAUL SALVATICI SALAZAR","12/17/2008","12/14/2012","252.000"
"D07I1114","2007","DESARROLLO DE UNA TECNOLOGÍA PARA LA PRODUCCIÓN DE JUVENILES TRIPLOIDES DE TURBOT  (SCOPHTHALMUS MAX IMUS)   EN HATCHERY  Y EVALUACIÓN  DE LA RESISTENCIA  AL  CALIGUS DURANTE LA ETAPA DE ENGORDA  EN  E L SUR DE CHILE.","TURBOT","TRIPLOIDE","BIOTECNOLOGÍA","MAURICIO PINEDA GUTIERREZ","12/15/2008","12/15/2011","363.000"
"D07I1117","2007","INNOVAR EN LAS ESTRATEGIAS TERAPÉUTICAS PARA EL TRATAMIENTO DE LA DIABETES A TRAVÉS DE UN CURSO DE A CCIÓN COMPLEMENTARIO A LA INSULINA. DESARROLLO DE MOLÉCULAS ACTIVADORAS CON ESPECIFICIDAD PARA SITIO S REGULATORIOS DE LOS TRANSPORTADORES DE GLUCOSA","DIABETES","HIPERGLICEMIA","TRANSPORTADOR DE GLUCOSA","JUAN VERA CARCAMO","4/1/2009","9/1/2013","448.000"
"D07I1118","2007","ESCALAMIENTO COMERCIAL DE LA PRODUCCIÓN DE JUVENILES DE HALIBUT DEL ATLÁNTICO, MEDIANTE MANEJO DE VA RIABLES AMBIENTALES, NUTRICIONALES E INMUNITARIAS DE LOS REPRODUCTORES. ","HALIBUT","CULTIVO","REPRODUCTORES","PABLO GALLARDO OJEDA","11/28/2008","11/28/2012","329.000"
"D07I1125","2007","APROVECHAMIENTO DE LA ZONA INTERMAREAL PARA EL DESARROLLO DE UNA ACUICULTURA SUSTENTABLE  ","CULTIVO","INTERMAREAL","ACUICULTURA","LUIS FILUN VILLABLANCA","1/2/2009","1/2/2012","329.000"
"D07I1130","2007","METODOLOGÍAS PARA EVALUAR PLANES  MINEROS DE COBRE DE LARGO PLAZO CON INCERTIDUMBRE EN PRECIOS Y LEYES DE MINERAL. ","PLANIFICACIÓN MINERÍA","EVALUACIÓN DE INVERSIONES","INCERTIDUMBRE","RAFAEL EPSTEIN NUMHAUSER","3/1/2009","9/1/2011","209.000"
"D07I1136","2007","DISEÑO, PRODUCCIÓN Y EVALUACIÓN DE JUGOS DE UVAS CON PROPIEDADES FUNCIONALES QUE CONTRIBUYAN A LA PR OMOCIÓN DE LA SALUD DE LA POBLACIÓN ","ALIMENTOS FUNCIONALES","POLIFENOLES","BIOMARCADORES DE ACTIVIDA","NORA LUTZ RIQUELME","4/1/2009","4/1/2012","290.000"
"D07I1137","2007","OBTENCIÓN DE PRODUCTOS QUÍMICOS DE ALTO VALOR Y COMBUSTIBLE LÍQUIDO MEDIANTE CONVERSIÓN TERMOQUÍMICA DE BIOMASA ","BIO-OIL","PIRÓLISIS","CONVERSIÓN TERMOQUÍMICA","EMILIO MORENO HOZVEN","12/9/2008","3/31/2012","280.000"
"D07I1138","2007","OPTIMIZACIÓN DE UNA UNIDAD DE CULTIVO DE CONCHOLEPAS CONCHOLEPAS CON SISTEMA CONTROLADO MEDIANTE LA IMPLEMENTACIÓN DE HERRAMIENTAS BIOTECNOLOGICAS FUNDAMENTADA EN LA APLICACIÓN DE ALIMENTO PROBIÓTICO ","CONCHOLEPAS CONCHOLEPAS","PROBIOTICOS Y SISTEMA IN","SEMILLA","MARIO LODY CORTES","12/1/2008","12/30/2011","329.000"
"D07I1140","2007","DESARROLLO DE MEDIOS SORBENTES REACTIVOS PARA LA REMOCION DE ARSENICO DE FUENTES DE AGUA POTABLE: IN NOVACION EN PROCESOS DE SINTESIS, REGENERACION Y MANEJO DE RESIDUOS ","REMOCIÓN DE ARSÉNICO","AGUAS SUBTERRANEAS","MEDIOS SORBENTES","PABLO PASTEN GONZALEZ","2/1/2009","4/30/2012","209.000"
"D07I1143","2007","AVANZAR EN CALIDAD: DESARROLLO Y TRANSFERENCIA DE UN MODELO DE GESTIÓN DE CALIDAD PARA PROGRAMAS SOC IALES ","GESTIÓN DE CALIDAD","PROGRAMAS SOCIALES","INTERVENCIÓN SOCIAL","TERESITA MATUS SEPÚLVEDA","3/5/2009","3/5/2012","130.000"
"D08I1010","2008","DESARROLLO Y EVALUACION EXPERIMENTAL DE COMPONENTES DE SOFTWARE INTERACTIVOS QUE IMPLEMENTAN ESTRATE GIAS DE APRENDIZAJE PARA MEJORAR LA COMPRENSION LECTORA Y LA PRODUCCION SIGNIFICATIVA DE TEXTOS ","MEJORAMIENTO DE LECTURA Y","COMPONENTES DE SOFTWARE I","PROGRAMA VIRTUAL DE FORMA","MARIO LOPEZ VILLARROEL","12/21/2009","12/21/2011","237.600"
"D08I1011","2008","OPTIMIZACIÓN DEL CULTIVO DE SEMILLA DE CULENGUE (GARI SOLIDA), ENFOCADA AL CULTIVO DE ENGORDA.  ","CULENGUE","CULTIVO","SEMILLA","ELISA PACHECO SANCHEZ","3/1/2010","3/1/2015","415.800"
"D08I1015","2008","DESARROLLO E IMPLEMENTACIàN DE UNA HERRAMIENTA COMPUTACIONAL PARA LA DETECCIàN DE COPIAS EN DOCUMENT OS DIGITALES EN LA EDUCACIàN: DOCUMENT COPY DETECTOR (DOCODE) ","DETECCIàN DE COPIAS","WEB CONTENT MINING","SEMANTIC WEB MINING","JUAN VELASQUEZ SILVA","12/30/2009","12/30/2011","237.600"
"D08I1027","2008","AUMENTO DE LA PRODUCCIÓN ACUÍCOLA: MÁS SEMILLAS POR INDUCCIÓN BIOTECNOLÓGICA DEL ASENTAMIENTO LARVAL DE MOLUSCOS DE INTERÉS COMERCIAL ","BIOINDUCTOR, COMPUESTO NA","ASENTAMIENTO LARVAL","COMPLEMENTO ALIMENTICIO","AVELINO MUÑOZ MANTEROLA","2/1/2010","5/1/2013","342.540"
"D08I1028","2008","EXTENSIÓN DE LA VIDA ÚTIL DE BERRIES FRESCOS MEDIANTE EL USO DE ENVASE ECO-ACTIVO  ","VIDA ÚTIL DE BERRIES","ENVASE ACTIVO ANTIMICROBI","ENVASES RECICLABLES-BIODE","MARIA JUNQUEIRA C. GONCALVES","3/1/2010","5/31/2013","185.476"
"D08I1031","2008","DROGA BOTµNICA EXTRAÖDA DEL ALGA NATIVA GRACILARIA CHILENSIS PARA EL TRATAMIENTO DE /NRESISTENCIA A INSULINA Y DIABETES TIPO II Y SU EVALUACIàN COMO AGENTE NEUROPROTECTOR ","DROGA BOTµNICA","RESISTENCIA A LA INSULINA","DIABETES","MIGUEL BRONFMAN A","1/14/2010","5/30/2013","219.397"
"D08I1039","2008","BIOFERTILIZANTES EN BASE A RIZOBACTERIAS /NPARA DISMINUIR EL USO DE NUTRIENTES FOSFORADOS EN EL TRIG O Y CEBADA ","RIZOBACTERIAS","BIOFERTILIZANTES","CULTIVOS","LUIGI CIAMPI PANNO","3/1/2010","3/1/2014","283.989"
"D08I1051","2008","VECTORES ADENOVIRALES PARA LA TERAPIA GÉNICA EN EL TRATAMIENTO DEL ALCOHOLISMO  ","ALCOHOLISMO","ADENOVIRUS","TERAPIA GENICA","JUAN ASENJO DE LEUZE","12/29/2009","6/29/2013","356.400"
"D08I1054","2008","SISTEMA DE ESTIMACIÓN DE EVENTOS EXTREMOS DE LLUVIA, PARA LA PREVENCIÓN Y MITIGACIÓN DE LOS RIESGOS DE AVENIDAS Y CAUDALES CIRCULANTES, EN UN CONTEXTO DE VARIABILIDAD Y CAMBIO CLIMÁTICO. ","PRECIPITACIONES EXTREMAS","INTENSIDAD DE LLUVIA","CURVAS I - D - F","MANUEL PIZARRO TAPIA","1/15/2010","1/15/2013","249.060"
"D08I1055","2008","DESARROLLO DE PRODUCTOS BIOTECNOLOGICOS EN BASE A LA CARACTERIZACION GENOMICA Y PROTEOMICA DE VARIAN TES DEL VIRUS ISA QUE SUSTENTEN UN PROGRAMA DE VIGILANCIA Y CONTROL SANITARIO EN CHILE ","ISAV","GENOMICA Y PROTEOMICA","BIOTECNOLOGIA","ALEJANDRO YAÑEZ CARCAMO","3/1/2010","7/30/2013","324.720"
"D08I1056","2008","FORTALECIMIENTO DEL SECTOR ENERGÉTICO A PARTIR DE FUENTES RENOVABLES MEDIANTE EL DESARROLLO DE MODEL OS DE DISPONIBILIDAD, GESTIÓN Y TRANSFORMACIÓN DE BIOMASA FORESTAL PARA PLANTAS DE COGENERACIÓN EN E L SUR DE CHILE","ENERGÍA","BIOMASA","COGENERACIÓN","JUAN GóMEZ FERNáNDEZ","1/4/2010","1/4/2013","356.400"
"D08I1060","2008","RECONOCIMIENTO INTELIGENTE DE PATRONES POR VIDEO: APLICACIONES EN VIGILANCIA Y MINERIA  ","RECONOCIMIENTO DE PATRONE","IDENTIFICACIÓN BIOMÉTRICA","RECONOCIMIENTO DE LITOLOG","CLAUDIO PEREZ FLORES","3/1/2010","7/1/2013","297.548"
"D08I1067","2008","BIOLOGÍA Y CULTIVO DEL ALGA ROJA COMESTIBLE CALLOPHYLLIS VARIEGATA  EN EL SUR DE CHILE.  ","CALLOPHYLLIS","BIOLOGIA REPRODUCTIVA","CULTIVO","MARCELA AVILA LAGOS","1/20/2010","6/20/2013","316.800"
"D08I1074","2008","KELLUWEN : INVESTIGACIÓN, DESARROLLO Y VALIDACIÓN DE DISEÑOS DIDÁCTICOS COLABORATIVOS APOYADOS EN SE RVICIOS DE LA WEB 2.0. ESTRATEGIAS PARA EL DESARROLLO DE COMPETENCIAS SOCIO-COMUNICATIVAS EN ESTUDIA NTES DE COLEGIOS VULNERABLES DE LA ZONA SUR DE CHILE.","WEB 2.0","ENTORNO VIRTUAL DE APREND","DISEÑO DIDÁCTICOS COLABOR","ELIANA SCHEIHING GARCIA","1/7/2010","2/7/2013","231.056"
"D08I1075","2008","EVALUACIÓN DEL EFECTO PRODUCIDO POR EL REEMPLAZO DE LA HARINA Y ACEITE DE PESCADO POR  PROTEÍNAS Y A CEITES  DE ORIGEN VEGETAL , EN  EL AUMENTO DE LA  SUSCEPTIBILIDAD  A ENFERMEDADES  DE TIPO  PARASITA RIO , BACTERIANO Y  VIRAL  DEL  SALMÓN DEL ATLÁNTICO.","SALMÓN DEL ATLÁNTICO","SUSTITUCIÓN","HARINAS  ACEITES","ALBERTO MEDINA AGUILERA","3/8/2010","4/30/2014","326.700"
"D08I1076","2008","GENERACIÓN DE UN BANCO DE SEMEN DE CABALLOS FINA SANGRE DE TIRO PESADO, A PARTIR DEL DISEÑO DE PROTO COLOS DE CRIOPRESERVACIÓN PARA USO EN INSEMINACIÓN  ARTIFICIAL (IA) EN EL PLAN NACIONAL DE FOMENTO E QUINO (PNFE).","CRIOPRESERVACION DE SEMEN","HIBERNACION","CRIOCAPACITACION ESPERMAT","ALFREDO RAMIREZ REVECO","3/1/2010","8/30/2013","346.423"
"D08I1080","2008","BIOPROSPECCIÓN DE PRODUCTOS NATURALES EN EXTRACTOS DE POLEN APÍCOLA COMO ADITIVOS FUNCIONALES PARA E L CLUSTER AGROALIMENTARIO CHILENO ","POLEN APÍCOLA","EXTRACTOS NATURALES","ADITIVO FUNCIONAL","GLORIA MONTENEGRO RIZZARDINI","1/1/2010","1/1/2013","296.081"
"D08I1082","2008","SISTEMA DE INTEGRACIÓN INFORMATIVA: /NPRODUCTOS DERIVADOS  ","PERIODISMO, REGIONES , CO","INFORMACIÓN, INTEGRACIÓN,","MEDIOS, GESTIÓN, PRODUCCI","M. PELLEGRINI RIPAMONTI","3/1/2010","6/30/2013","356.400"
"D08I1085","2008","DESARROLLO DE UNA PLATAFORMA TECNOLÓGICA DE FORMULACIÓN DE VACUNAS PARA LA INMUNOCASTRACIÓN EN MAMÍF EROS. ","VACUNAS","INMUNOCASTRACIÓN","ADYUVANTES","MARIO MAINO MENENDEZ","1/8/2010","1/8/2014","295.380"
"D08I1087","2008","NUEVO TEST DIAGNOSTICO MOLECULAR PARA IDENTIFICAR CAUSAS DE HIPERTENSION ARTERIAL ESENCIAL CON Y SIN SINDROME METABOLICO ","HIPERTENSIÓN ESENCIAL","CORTISOL","SINDROME METABÓLICO","CARLOS FARDELLA BELLO","3/1/2010","3/1/2013","356.400"
"D08I1090","2008","DIVERSIFICACIÓN ACUÍCOLA: INNOVACIONES TECNOLÓGICAS PARA LA PRODUCCIÓN DE JUVENILES DE DORADO (SERIO LA LALANDI) PARA LA MACRO ZONA NORTE ","ACUICULTURA MACRO ZONA NO","ACONDICIONAMIENTO REPRODU","DORADO O PALOMETA (SERIOL","ANTONIO VELEZ MEDEL","3/8/2010","7/7/2013","396.000"
"D08I1096","2008","ADAPTACIÓN E IMPLEMENTACIÓN DE MÉTODO DE PRODUCCIÓN DE VLPS (VIRUS LIKE PARTICLES) EN CÉLULAS Y/O LA RVAS DE INSECTO PARA EL DESARROLLO DE VACUNAS ORALES DE BAJO COSTO, USANDO COMO MODELO LA GENERACIÓN DE UNA VACUNA CONTRA IPNV","IPN","VACUNA ORAL","VLPS","JUAN CARCAMO MATUS","3/1/2010","3/31/2013","346.500"
"D08I1097","2008","EVALUACIÓN DE RECURSO SOLAR EN CHILE: APOYO EN LA TOMA DE DECISIONES Y FORMULACIÓN DE ESCENARIOS ENE RGÉTICOS ","ENERGÍA SOLAR","EVALUACIÓN DE RECURSOS RE","ESTIMACIÓN SATELITAL","RODRIGO ESCOBAR MORAGAS","1/4/2010","7/4/2013","356.400"
"D08I1100","2008","DESARROLLO DE PRODUCTOS COMERCIALES A PARTIR DE PAJA DE TRIGO  ","PAJA DE TRIGO","DESLIGNIFICACION","LIGNOCELULOSICOS","ALEX BERG GEBERT","12/15/2009","2/28/2013","258.425"
"D08I1102","2008","DESARROLLO DE METODOLOGÍAS DE VERIFICACIÓN OBJETIVA DE LA EDAD EN CARNE TIPIFICADA DESPOSTADA.  ","CARNE","EDAD","TIPIFICACIÓN","GERDA TOMIC STEFANIN","3/8/2010","11/30/2012","297.000"
"D08I1104","2008","UNA NUEVA ESTRATEGIA PESQUERA-ACUÍCOLA PARA EL CAMARÓN DE RÍO DEL NORTE (CRYPHIOPS CAEMENTARIUS): BA SES PARA LA GENERACIÓN DE UN PROGRAMA DE MANEJO SUSTENTABLE DEL RECURSO ","CRYPHIOPS CAEMENTARIUS","ESTRATEGIA PESQUERO-ACUÍC","SIEMBRA DE JUVENILES","MARIA MORALES SUAZO","1/8/2010","11/8/2013","204.930"
"D08I1107","2008","CHILE LITORAL 2025: MODELO DE GESTIÓN TERRITORIAL PARA ASENTAMIENTOS DE PESCADORES ARTESANALES  ","DESARROLLO DE LA PESCA AR","HERRAMIENTAS DE GESTIÓN Y","PLANIFICACIÓN SOCIEDADES","FRANCISCO THER RIOS","4/1/2010","4/1/2014","391.050"
"D08I1118","2008","PLATAFORMA BIOTECNOLÓGICA PARA LA GENERACIÓN DE TOLERANCIA A DÉFICIT HÍDRICO EN PLANTAS DE IMPORTANC IA AGRÍCOLA ","TOLERANCIA  A SEQUÍA","PLANTAS TRANSGÉNICAS","Maíz","SIMON RUIZ LARA","1/15/2010","1/15/2015","392.677"
"D08I1119","2008","DESARROLLO DE UNA TECNOLOGÍA BASE DE CULTIVO PARA LA PRODUCCIÓN DE  COJINOBA DEL NORTE (SERIOLELLA V IOLACEA). 2DA PARTE. PRODUCCIÓN DE JUVENILES Y ENGORDE EN JAULAS. ","ACUICULTURA","CULTIVO PECES MARINOS","CULTIVO COJINOBA","ALFONSO SILVA ARANCIBIA","12/15/2009","6/30/2014","337.590"
"D08I1138","2008","DESARROLLO DE POLÍMEROS TERMOESTABLES REFORZADOS CON FIBRAS Y NANOPARTÍCULAS PARA APLICACIONES DE AL TO DESEMPEÑO ","CARBONO","FIBRAS","NANOTUBOS","PAULO FLORES VEGA","1/6/2010","5/30/2013","297.470"
"D08I1139","2008","GENERACIÓN DE NUEVOS PRINCIPIOS ACTIVOS PARA LA PREVENCIÓN DEL DESARROLLO DE LAS CATARATAS  ","CATARATAS","DESARROLLO DE MEDICAMENTO","DIABETES","PATRICIO HUENCHUÑIR GÓMEZ","12/17/2009","12/17/2012","356.400"
"D08I1141","2008","DESARROLLO DE UN PROTOTIPO DE PRODUCTO DENTAL EN BASE A QUITOSANO Y TRICLOSÁN PARA LA PREVENCIÓN Y T RATAMIENTO DE LA ENFERMEDAD PERIODONTAL ","TRICLOSAN","ENFERMEDADES PERIODONTALE","QUITOSANO","PATRICIO SMITH FERRER","1/15/2010","5/15/2013","210.873"
"D08I1144","2008","DESARROLLO Y MANUFACTURA DE TURBINAS EÓLICAS DE ALTA EFICIENCIA A BAJAS VELOCIDADES DE VIENTO  ","TURBINAS EÓLICAS","ENERGÍA","MANUFACTURA","RENATO HUNTER ALARCON","3/1/2010","2/27/2014","356.400"
"D08I1147","2008","INVESTIGACIÓN Y GENERACIÓN DE FACTORES DE EMISIÓN DE CONTAMINANTES ATMOSFÉRICOS PARA ARTEFACTOS RESI DENCIALES QUE COMBUSTIONAN BIOMASA DE RELEVANCIA NACIONAL ","CONTAMINACION","FACTORES DE EMISION","BIOMASA","LUIS DIAZ ROBLES","2/1/2010","12/31/2013","475.200"
"D08I1155","2008","IDENTIFICACIÓN SEMÁNTICA Y COMPOSICIÓN AUTOMÁTICA DE MATERIAL DIDÁCTICO PARA DOMINIOS ESPECIALIZADOS  ","INDEXACIÓN SEMÁNTICA","BIBLIOTECAS DIGITALES","OBJETOS DIDÁCTICOS DIGITA","HERNAN ASTUDILLO ROJAS","2/1/2010","2/1/2013","332.421"
"D08I1156","2008","COMBUSTIBLE DIESEL Y PRODUCTOS QUÍMICOS FINOS A PARTIR DEL TALL OIL  ","BIOCOMBUSTIBLE","TALL OIL","FITOESTEROLES","CRISTINA SEGURA CASTILLO","12/21/2009","5/21/2013","265.335"
"D08I1160","2008","CULTIVO DE CAMARÓN DE ROCA (RHYNCHOCINETES TYPUS) EN LA REGIÓN DEL BÍO-BÍO  ","CULTIVO ACUÍCOLA","CAMARÓN DE ROCA","RHYNCHOCINETES TYPUS","MARCO RETAMAL RIVAS","12/1/2009","3/1/2013","115.619"
"D08I1162","2008","DESARROLLO DE UN MÉTODO INMUNOLÓGICO MEJORADO PARA EL SEXAJE DE SEMEN DE GANADO VACUNO  ","SEXAJE DE SEMEN BOVINO","SEPARACIÓN INMUNOMAGNÉTIC","ANTICUERPOS MONOCLONALES","MARIO ROSEMBLATT SILBER","3/15/2010","12/31/2013","215.471"
"D08I1163","2008","CULTIVO Y BIOTECNOLOGÍA DE AHNFELTIA PLICATA, NUEVA ALTERNATIVA EN LA PRODUCCIÓN DE FICOCOLOIDES PAR A LA REGIÓN DE MAGALLANES ","AHNFELTIA PLICATA","BIOTECNOLOGIA","CULTIVO","ANDRES MANSILLA MUNOZ","1/29/2010","1/29/2013","311.850"
"D08I1165","2008","SISTEMAS ICF:  UNA SOLUCIÓN SISMORRESISTENTE Y FUNCIONAL PARA EDIFICACIONES DE BAJA Y MEDIA ALTURA  ","EDIFICACIONES","SISMORRESISITENTES","PLATAFORMA TECNOLÓGICA","GILBERTO LEIVA HENRIQUEZ","12/1/2009","4/1/2012","201.353"
"D08I1179","2008","DESARROLLO DE UNA PRUEBA VALIDADA Y NORMADA PARA EL DIAGNOSTICO DE LA COMPRENSION LECTORA EN EL SIST EMA ESCOLAR CHILENO ","COMPRENSION DE LECTURA","INSTRUMENTOS DE EVALUACIO","CAPACITACION DE PROFESORE","BERNARDO RIFFO OCARES","1/1/2010","11/30/2013","243.595"
"D08I1181","2008","MICROBIODIESEL  ","ACEITE DE MICROORGANISMOS","LEVADURAS, MICROALGAS, CA","BIOENERGÍA, TRATAMIENTO D","EDELIO TABOADA VALDÉS","3/1/2010","2/28/2014","356.400"
"D08I1191","2008","ENVASES TERMOPLÁSTICOS BIODEGRADABLES PARA LA INDUSTRIA FRUTÍCOLA NACIONAL  ","BIODEGRADABLE","IMPACTO AMBIENTAL","ENVASES","ALVARO MALDONADO MENDOZA","1/4/2010","7/4/2012","235.249"
"D08I1192","2008","METANO BIOGÉNICO COMO COMBUSTIBLE VEHICULAR  ","METANO BIOGÉNICO","ENERGÍAS RENOVABLES","GAS NATURAL VEHICULAR","RODRIGO BORQUEZ YAÑEZ","3/1/2010","5/31/2013","249.983"
"D08I1197","2008","CIBERESPACIOS PARA FORTALECER EL APRENDIZAJE DE LAS CIENCIAS BÁSICAS EN LA ENSEÑANZA MEDIA TÉCNICO P ROFESIONAL ","EVALUACIÓN DE APRENDIZAJE","SIMULADORES (TICS)","CIENCIAS BÁSICAS","BENJAMIN SUAREZ ISLA","1/11/2010","7/31/2013","342.934"
"D08I1199","2008","MODELO DE GESTIÓN CURRICULAR Y DIDÁCTICA ASOCIATIVO, ORIENTADO AL FORTALECIMIENTO DE LA CALIDAD DE L A EDUCACIÓN BÁSICA RURAL MUNICIPAL ","GESTIÓN CURRICULAR","ASOCIATIVISMO MUNICIPAL","EDUCACIÓN RURAL","MARIA ERAZO JIMENEZ","3/15/2010","3/15/2013","290.304"
"D08I1202","2008","MODELO SILVÍCOLA PARA LA OBTENCIÓN DE DENDROENERGÍA EN LA ZONA CENTRAL DE CHILE USANDO HÍBRIDOS DE A LAMO ","DENDROENERGÍA","ALAMOS-HÍBRIDOS","BIOMASA","RICARDO BAETTIG PALMA","2/1/2010","6/1/2014","282.179"
"D08I1204","2008","ESTUDIO Y DISEÑO DE UN COMBUSTOR POROSO PARA LA POSCOMBUSTIÓN DE GASES GENERADOS EN LA COMBUSTIÓN PR IMARIA DE LEÑA ","COMBUSTORES DE LEÑA","POSCOMBUSTION","MEDIOS POROSOS INERTES","CESAR ROSAS ZUMELZU","12/1/2009","12/1/2012","200.883"
"D08I1205","2008","ESTRATEGIA ECOSISTÉMICA ESPECIALIZADA DE INTERVENCIÓN DIFERENCIADA PARA FAVORECER LA INTEGRACIÓN PSI COSOCIAL DE ADOLESCENTES INFRACTORES DE LEY ","INTERVENCIÓN DIFERENCIADA","INTEGRACIÓN PSICOSOCIAL","ADOLESCENTES INFRACTORES","RICARDO PEREZ-LUCO ARENAS","3/15/2010","4/30/2014","430.688"
"D09I1017","2010","DISEÑO DE UN MODELO PEDAGÓGICO DE DESARROLLO Y FORTALECIMIENTO DE COMPETENCIAS GENÉRICAS PARA MEJORA R APRENDIZAJES DE ESTUDIANTES DE 1ER CICLO BÁSICO. ","COMPETENCIAS GENÉRICAS, M","AUTOAFIRMACIÓN, CLIMA ESC","FACTORES ASOCIADOS AL APR","MIGUEL RIVERA DIAZ","1/15/2011","1/15/2014","173.191"
"D09I1018","2010","INVESTIGACIÓN Y DESARROLLO DE SOLUCIONES PARA LA GESTIÓN DE PAVIMENTOS URBANOS EN CHILE  ","PAVIMENTOS URBANOS","GESTIÓN DE INFRAESTRUCTUR","DERECHO URBANO","CARLOS VIDELA CIFUENTES","4/18/2011","4/18/2014","307.351"
"D09I1023","2010","RECURSOS PEDAGÓGICOS PARA LA IMPLEMENTACIÓN DE LOS ESTÁNDARES DE FORMACIÓN INICIAL DE PROFESORES DE ENSEÑANZA BÁSICA EN MATEMÁTICAS ","FORMACIÓN INICIAL DE PROF","RECURSOS PEDAGÓGICOS","MATEMÁTICAS","SALOME MARTINEZ SALAZAR","3/1/2011","3/1/2014","339.111"
"D09I1030","2010","DESARROLLO DE HERRAMIENTAS BIOTECNOLÓGICAS EN EL FORMATO DE RT-PCR TIEMPO REAL PARA LA FORMULACIÓN D E KITS DIAGNÓSTICOS ORIENTADOS AL CONTROL DE MÚLTIPLES ENFERMEDADES DE SALMÓNIDOS INCLUIDAS EN PROGR AMAS OFICIALES","ENFERMEDADES SALMÓNIDOS","VIGILANCIA EPIDEMIOLÓGICA","KITS DIAGNÓSTICOS","MARIA CABREJOS MARIN","1/6/2011","1/6/2014","293.377"
"D09I1035","2010","DESARROLLO Y VALIDACIÓN DE UN SISTEMA PERICIAL BASADO EN ENTOMOFAUNA CADAVÉRICA DESTINADO A LA APLIC ACIÓN FORENSE NACIONAL. ","ENTOMOLOGÍA FORENSE","COLECCIÓN ENTOMOLÓGICA","CAPACITACIÓN Y MANUALES E","EDOARDO TOSTI-CROCE ASTESIANO","3/3/2011","5/5/2014","190.118"
"D09I1036","2010","SISTEMA DINÁMICO DE MONITOREO DE PASTIZALES EN MAGALLANES.  ","IMÁGENES DE SATÉLITE","PASTIZALES","GANADERÍA","SERGIO RADIC SCHILLING","1/3/2011","1/3/2014","303.643"
"D09I1043","2010","PROPUESTA CIENTÍFICA DE NORMATIVA PARA EL DESARROLLO DE ENVASES PLÁSTICOS INOCUOS: UNA METODOLOGÍA C IENTÍFICA TECNOLÓGICA DE APOYO A INSTITUCIONES PÚBLICAS Y PRIVADAS PARA FORTALECER LA ESTRATEGIA NAC IONAL DE CONSOLIDACIÓN DE LA INDUSTRIA ALIMENTARIA","MIGRATION","FOOD PACKAGING","FOOD SAFETY","MARIA GALOTTO LOPEZ","12/20/2010","3/30/2014","224.222"
