project_code,year,title,director,keywords,amount,area,start_date,end_date
D00I1004,2000,Mejoramiento De La Gestion De Produccion En La Construccion,Luis Alarcon Cardenas,"Mejoramiento, Produccion, Construccion",150000.0,Infraestructura,6/1/2001,5/31/2003
D00I1009,2000,Extractos De Quillay Para El Control De Neblina Acida En Procesos Electroliticos,Ricardo San Martin Gamboa,"Saponinas, Neblina Acida, Electro-Obtencion",105000.0,Tic,5/23/2001,11/23/2002
D00I1011,2000,Sistemas Estandarizados De Drenaje De Aguas Lluvias Para Urbanizaciones Y Viviendas,Bonifacio Fernandez Larrañaga,"Drenaje, Aguas Lluvias, Urbanizaciones",219000.0,Infraestructura,7/1/2001,7/1/2004
D00I1013,2000,Vinificacion: Desarrollo De Tecnologias Avanzadas Y Optimizacion,Eduardo Agosin Trumper,"Vinificacion, Fermentacion, Cosecha",296000.0,Otros,4/27/2001,7/31/2004
D00I1018,2000,Desarrollo De Nuevas Funciones Para El Monitor Hidroacustico De Alimentacion De Salmones (Fondef D97I2020) A Fin De Optimizar El Proceso De Alimentacion,Jorge Castillo Pizarro,"Monitor, Alimentacion, Salmones",180000.0,Pesca Y Acuicultura,6/18/2001,8/28/2006
D00I1019,2000,Cultivo Del Recurso Loco (Concholepas Concholepas) Como Alternativa De Abastecimiento De Materia Prima Para La Industria Procesadora De Recursos Hidrobiologicos,Enrique Lara Ham,"Cultivo, Loco, Alimento Artificial",247000.0,Agropecuaria,4/18/2001,9/30/2005
D00I1024,2000,"Desarrollo De Riskamerica.Com Munity: Diseño, Construccion Y Generacion De Contenidos De Un Sitio Web Para La Gestion Del Riesgo De Empresas Nacionales E Internacionales",Gonzalo Cortazar Sanz,"Gestion, Riesgo, Internet",134000.0,Tic,5/28/2001,11/28/2003
D00I1025,2000,Promocion De La Salud Del Adolescente Fomentando El Rol De La Proteccion Familiar,Sergio Florenzano Urzua,"Familia, Adolescencia, Promocion De La Salud",255000.0,Salud,7/11/2001,8/11/2003
D00I1026,2000,Redes Opticas Para Internet Del Futuro,Walter Grote Hahn,"Redes, Opticas, Internet",276000.0,Tic,10/1/2001,7/31/2004
D00I1027,2000,Desarrollo De Tecnologia Limpia Para El Control De Problemas Fitosanitarios En Postcosecha De Frutos De Exportacion Mediante El Uso De Substancias Naturales,Manuel Young Anze,"Producto Natural, Postcosecha, Patogenos",81000.0,Otros,7/26/2001,1/26/2003
D00I1033,2000,Estudio Y Desarrollo De Modelos Asociativos Universidad-Empresa Para La Formacion De Profesionales En Transporte Aereo,Fernando Carvajal Guerra,"Transporte, Profesionales, Formacion",80000.0,Otros,8/1/2001,4/30/2003
D00I1036,2000,Captura De Genotipos Para El Desarrollo De Una Raza De Eucalyptus Globulus Tolerante Al Frio,Braulio Gutierrez Caro,"E. Globulus, Frio, Clonacion",182000.0,Otros,4/27/2001,7/27/2005
D00I1039,2000,"Determinacion De Los Estandares De Bienestar Habitacional, Para Mejorar La Calidad De La Construccion De Viviendas En Chile",Emilio Moreno Hozven,"Construccion, Bienestar, Habitacional",202000.0,Infraestructura,4/26/2001,8/26/2004
D00I1041,2000,Innovacion Tecnologica Y Comercial De Productos Forestales No Madereros (Pfnm) En Chile,Gerardo Valdebenito Rebolledo,"Productos Forestales, Tecnologia, Gestion",150000.0,Forestal,10/1/2001,12/31/2004
D00I1042,2000,Metodologia Para La Evaluacion Del Riesgo Ambiental De Los Metales En Suelos Impactados Por La Mineria,Patricio Rodriguez Neira,"Metales, Fitosensores, Medio Ambiente",140000.0,Agropecuaria,7/1/2001,7/1/2003
D00I1043,2000,Produccion Y Transferencia De Un Modelo Educativo Conversacional En Sexualidad Y Salud Reproductiva Dirigido A Jovenes,Irma Palma Manriquez,"Educacion, Modelo Conversacional, Ssr3",150000.0,Salud,6/5/2001,6/5/2003
D00I1045,2000,"Diseño, Desarrollo Y Validacion De Un Modelo Actualizacion Docente Permanente De Tipo Virtual En El Contexto De La Reforma Educacional Para Profesores Del Area Tecnico Profesional:Objetivos Fundamentales Transversales Y Terminales, Metod.",Eduardo Meyer Aguilera,"Reforma Educacional, Educacion Para El Trabajo, Objetivos Transversales",200000.0,Educación,8/1/2001,10/30/2004
D00I1047,2000,La Aplicacion Del Paradigma De Las Inteligencias Multiples En El Mejoramiento De La Calidad De La Educacion Basica Y Media Y De La Orientacion Vocacional,Julio Castillo Narvaez,"Inteligencias Multiples, Calidad, Educacion",80000.0,Tic,5/18/2001,5/18/2002
D00I1048,2000,Desarrollo De Comunicaciones Multimediales Sobre Redes Inalambricas,Eduardo Vera Sobrino,"Inalambrica, Multimedia, Comunicaciones",244000.0,Tic,10/1/2001,12/31/2003
D00I1050,2000,Desarrollo De Metodologias Quimico/Computacionales Para Optimizar La Operacion De Biolixivacion De Concentrados De Calcopirita Y Enargita Con Microorganismos Termofilos,Tomas Vargas Valero,"Biolixiviacion, Calcopirita, Enargita",268000.0,Minería,7/1/2001,1/30/2006
D00I1068,2000,"Modelos De Dinamica De Interfases En Fenomenos De Fusion, Conversion Y Refino De Cobre",Carlos Conca Rosende,"Pirometalurgia, Fluidodinamica, Simulacion Computacional",246000.0,Minería,10/1/2001,5/31/2004
D00I1073,2000,"Aprender Matematica Creando Soluciones: Desarrollo De Un Modelo Interactivo Para El Aprendizaje Matematico, De Bajo Costo Y Alto Impacto Para Profesores Y Estudiantes De Septimo Basico Y Segundo Medio",Fidel Oteiza Morra,"Aprendizaje, Matematico, Interactivo",218000.0,Tic,7/1/2001,3/31/2005
D00I1075,2000,"Fabricacion De Madera Laminada Encolada, De Bajo Costo, Para El Sector Construccion Nacional E Internacional",Vicente Perez Galaz,"Madera, Costo, Construccion",229000.0,Forestal,5/8/2001,11/8/2003
D00I1078,2000,Desarrollo De Un Sistema De Gestion De La Vegetacion Urbana Con Fines De Descontaminacion Atmosferica Y De Apoyo A La Toma De Decisionesa Nivel Municipal,Carmen De La Maza Asquet,"Medio Ambiente, Manejo Arbolado Urbana, Especies Vegetales",170000.0,Forestal,4/27/2001,6/30/2004
D00I1080,2000,Reformulacion De Las Pruebas De Seleccion A La Educacion Superior,David Bravo Urrutia,"Reformulacion, Seleccion, Educacion Superior",261000.0,Educación,8/3/2001,8/3/2003
D00I1084,2000,Desarrollo De Cultivos De Peces Marinos De Aguas Frias,Alberto Augsburger Bachmann,"Acuicultura, Peces, Pesca",248000.0,Agropecuaria,9/5/2001,7/5/2004
D00I1091,2000,Desarrollo De Prototipo Para Monitores De Parametros De Calidad De Efluentes Liquidos Contaminantes,Raul Galindo Urra,"Prototipo, Monitoreo, Sensores Y Biosensores",151000.0,Otros,5/28/2001,7/30/2005
D00I1096,2000,"Valorizacion De Residuos Del Proceso Kraft De Pulpeo De La Celulosa Para La Elaboracion Mediante Biocatalisis De Productos Para La Industria De Aromas, Farmaceutica Y Nutraceutica",Andres Markovits Schersl,"Biodesulfurizacion, Valorizacion De Residuos, Esterificacion Enzimatica",253000.0,Forestal,6/1/2001,7/30/2004
D00I1101,2000,Metodologia Integrada Para Rehabilitar Rellenos Sanitarios Y Tranques De Relave,Raul Espinace Abarzua,"Metodologia, Rehabilitacion, Rellenos Sanitarios",246000.0,Minería,8/20/2001,10/30/2004
D00I1104,2000,"Hidratos De Gas Submarinos, Una Nueva Fuente De Energia Para El Siglo Xxi",Jesus Morales Gamboa,"Gas, Energia, Siglo Xxi",297000.0,Pesca Y Acuicultura,9/1/2001,12/20/2004
D00I1107,2000,Desarrollo De La Telemedicina Para La Transmision E Interaccion Sincronica De Imagenes Cerebrales Tridimensionales Entre Centros Hospitalarios Distantes,Antonio Orellana Tobar,"Neurocirugia, Telemedicina, Tridimensional",150000.0,Salud,9/24/2001,4/24/2004
D00I1109,2000,"Optimizacion De La Tecnologia De Produccion De ""Luga Roja"" (Gigartina Skottsbergii): Fase De Crecimiento",Hector Romo Donoso,"Cultivo, Crecimiento, Gigartina",200000.0,Agropecuaria,6/6/2001,9/6/2004
D00I1125,2000,"Desarrollo Y Optimizacion Tecnologica De Aceites Marinos Para Incrementar El Contenido De Acidos Grasos Omega 3 De Cadena Larga En Carnes De Aves, Cerdos Y Vacunos",Fernando Borquez Lagos,"Incremento, Omega 3, Carnes",200000.0,Pesca Y Acuicultura,9/1/2001,7/1/2005
D00I1135,2000,Desarrollo De Un Modelo De Calidad Del Agua En Rios Para La Evaluacion De Los Efectos De Los Efluentes Y De Las Modificaciones En El Caudal,Oscar Parra Barrientos,"Modelo De Calidad, Calidad Del Agua, Rios",180000.0,Otros,6/1/2001,8/20/2004
D00I1138,2000,"Diferenciacion De Los Vinos Tintos Chilenos En El Mercado Mundial, Mediante La Determinacion De Marcadores Moleculares Caracteristicos En Cuanto A Cepa Y Origen",Dietrich Von Baer Von Lochow,"Vino, Marcadores Molecular, Cepaje Y Origen",192000.0,Agropecuaria,10/1/2001,5/31/2005
D00I1141,2000,Innovaciones Tecnologicas Para Repoblamiento Y Produccion De Lapas Chilenas De Exportacion (Fisurella Latimarginata Y F. Cumingi) En Areas De Manejo Y Centros De Cultivo,Luis Pereira Chavez,"Acuicultura, Fisurelidos, Repoblamiento",180000.0,Agropecuaria,6/1/2001,7/1/2004
D00I1142,2000,Cultivo De Gastropodos Marinos De Interes Comercial En El Sur De Chile,Carlos Varela Santibanez,"Cultivo, Gastropodos, Chile",150000.0,Agropecuaria,4/27/2001,12/27/2003
D00I1143,2000,Sistema De Informacion Integrado Para El Desarrollo De La Acuicultura Y La Pesca (Siap),Marcelo Carro Donna,"Informacion, Negocio, Acuicultura-Pesca",190000.0,Pesca Y Acuicultura,6/1/2001,9/30/2004
D00I1144,2000,Investigacion Y Desarrollo Tecnologico Del Cultivo De Algas Y Su Utilizacion Por Invertebrados Herbivoros En Chile,Renato Westermeier Hitschfeld,"Macroalgas, Cultivo, Abalon",160000.0,Agropecuaria,7/3/2001,8/19/2004
D00I1145,2000,"Diseño Y Optimizacion De Tecnologia De Produccion De Ovas Nacionales De Salmon Coho Y Salmon Del Atlantico, Durante Todo El Año Y De Alta Calidad Sanitaria",Juan Uribe Barichivic,"Salmonideos, Ovas, Produccion",217000.0,Pesca Y Acuicultura,5/8/2001,12/7/2003
D00I1149,2000,Desarrollo De Dieta Artificial Para Optimizar Calidad Comercial De Gonadas Cafe De Erizos (Loxechinus Albus) De La Xii Region Destinadas Al Mercado De Exportacion,(Q.E.P.D.) Claudio Romo Romo,"Dieta Artificial, Erizos, Gonadas Cafe",276000.0,Alimentos,4/23/2001,10/30/2003
D00I1150,2000,Bases Estrategicas Para Consolidar El Desarrollo De La Industria Manzanera Chilena: Establecimiento De Combinaciones Patron/Variedad Y De Estandares Nutricionales Para Distintas Zonas Productivas,Jose Yuri Salomon,"Estandares Nutricion, Patron/Variedad, Calidad De Fruta",361000.0,Agropecuaria,8/1/2001,11/1/2008
D00I1154,2000,Investigacion Y Desarrollo De Tecnologia De Aprovechamiento De Recursos Hidrobiologicos Para La Produccion De Fertilizantes Organicos Sobre La Base De Especies Algales Y Desechos De La Industria Pesquera,Alejandro Santibañez Handschuh,"Tecnologia, Hidrobiologicos, Fertilizante Organico",246000.0,Pesca Y Acuicultura,4/4/2001,8/30/2003
D00I1159,2000,"Desarrollo De Un Sistema Tecnologico Industrial Y Silvicola Para Mejorar La Competitividad En La Produccion De Maderas Aserradas Clear (Moulding X Better, Shop Y Remanufacturas) De Pino Radiata",Mario Meneses Villanueva,"Competitividad, Tecnologia, Madera Aserrada",112000.0,Agropecuaria,7/2/2001,10/31/2003
D00I1164,2000,"Proteccion Por Diseño En El Uso De La Madera En La Infraestructura Vial: Puentes, Pasarelas Y Elementos De Seguridad",Ricardo Hempel Holzapfel,"Innovacion, Infraestructura, Madera",178000.0,Forestal,4/4/2001,12/15/2006
D00I1167,2000,"Desarrollo Cientifico Tecnologico De Una Metodologia De Evaluacion Fisica, Mecanica Y Termica Del Fraguado In Situ De Sistemas Adhesivos",Aldo Ballerini Arroyo,"Adhesivos, Fraguado In Situ, Tecnicas De Adhesivo",254000.0,Otros,4/4/2001,6/4/2003
D00I1168,2000,Optimizacion De La Produccion De Semillas De Invertebrados Marinos De Importancia Comercial Mediante La Utilizacion De Biopeliculas Microbiana,Carlos Riquelme Salamanca,"Semillas, Invertebrados, Biopeliculas",246000.0,Pesca Y Acuicultura,4/4/2001,11/4/2003
D00I1177,2000,Modelo De Educacion Para El Desarrollo En Liceos De Localidades Pequeñas Y Economia Marginal,Gaston Sepulveda Espinoza,"Modelo, Desarrollo, Educativo",175000.0,Educación,6/1/2001,6/1/2004
D00I1179,2000,Desarrollo De Un Portal De Telecentros Para Redes Comunitarias,Pedro Hepp Kuschel,"Portal, Telecentros, Comunidades",50000.0,Tic,7/17/2001,7/17/2002
D00I1181,2000,"Desarrollo De La Pesqueria De Langostino De Los Canales (Munida Subrugosa), En La Xii Region, Magallanes Y Antartica Chilena",Matthias Gorny,"Tecnologia, Pesquerias, Langostino De Los Canales",286000.0,Tic,5/18/2001,9/30/2003
D01I1002,2001,Una Estrategia Metodologica Para La Enseñanza Y El Aprendizaje Significativo De Educacion Matematica Y Estudio Y Comprension De La Naturaleza En Nb5 Y Nb6 Sustentada En El Programa Mentes Activas,Eliana Lluch Arenas,"Metodologia, Aprendizaje, Matematica Y Ciencias",150000.0,Tic,4/1/2002,4/30/2005
D01I1007,2001,"Diseño, Desarrollo E Implementacion De Tecnologia Portatil Para El Mejoramiento De La Calidad Y Gestion De La Educacion: Educando Para Reducir La Brecha Digital",Miguel Nussbaum Voehl,"Computacion Educativa, Tecnologia Portatil, Reforma Enseñanza Media",230000.0,Tic,6/2/2002,8/2/2005
D01I1008,2001,Silvicultura Y Manejo De La Sequoia En Chile Y Fomento De Su Plantacion Forestal Sustentable (Sequoia Sempervirens - Redwood),Manuel Toral Ibañez,"Sequoia, Plantacion Comercial, Sustentable",199000.0,Forestal,4/15/2002,11/15/2005
D01I1010,2001,Adaptacion Y Uso De La Especie Morera (Morus Sp.) En El Sector Agropecuario Como Fuente De Forraje,Hector Manterola Badilla,"Morera, Frutos, Forraje",198000.0,Agropecuaria,7/1/2002,8/30/2005
D01I1012,2001,"Fundamentos Metalogenicos, Mineralogicos Y Geoquimicos Para Una Exploracion Innovativa De Depositos De Cobre Tipo Manto: Aplicaciones En La Cordillera De La Costa Del Norte De Chile",Carlos Palacios Monasterio,"Innovacion, Exploracion, Cobre",220000.0,Minería,4/18/2002,5/30/2004
D01I1016,2001,Identificacion Varietal De Vinos Chilenos Mediante Instrumentacion Inteligente,Nicolas Beltran Maturana,"Instrumentacion, Vinos, Identificacion",189000.0,Agropecuaria,4/1/2002,5/1/2006
D01I1017,2001,Refinacion A Fuego Continua De Cobre,Gabriel Riveros Urzua,"Refinacion, Pirometalurgia, Cobre",239000.0,Minería,5/1/2002,10/1/2005
D01I1021,2001,Simulador De Arbol Individual De Pino Radiata (Pinus Radiata D.Don): Arquitectura De Copa Y Calidad De Madera,Roland Peters Nario,"Simulacion, Calidad, Carbono",200000.0,Agropecuaria,6/14/2002,11/15/2005
D01I1022,2001,"Diseño Y Gestion De Metodologias Innovadoras Para El Aprendizaje De Estrategias Cognitivas Y Desarrollo De Competencias Basicas, En Trabajadores De Pequeñas Y Medianas Empresas De La 5Ta. Region",Alberto Ureta Alamos,"Capacitacion, Competencias Basicas, Pyme",103000.0,Educación,6/3/2002,9/2/2004
D01I1024,2001,Evaluacion Y Desarrollo De Un Nuevo Inmunoestimulante De Origen Natural,Juan Hancke Orozco,"Inmunoestimulante, Farmaco, Natural",172000.0,Salud,5/2/2002,8/30/2005
D01I1027,2001,Infraestructura De Redes De Nueva Generacion Para El Desarrollo De La Ciencia Y La Tecnologia,Florencio Utreras Diaz,"Redes, Desarrollo, Investigacion",250000.0,Tic,4/18/2002,10/15/2003
D01I1028,2001,"Desarrollo De Un Sistema De Produccion De Abejorro (Bombus) Como Tecnologia De Polinizacion En Frutas, Hortalizas Y Semillas De Forrajeras",Patricia Estay Palacios,"Agricultura, Entomologia, Calidad",133000.0,Agropecuaria,5/1/2002,11/30/2005
D01I1031,2001,"Investigacion, Desarrollo Y Produccion De Proteasas Y Lipasas Criofilicas Comerciales De Fuentes Marinas",Juan Asenjo De Leuze,"Proteasas-Criofilicas, Lipasas-Criofilicas, Origen-Marino",227000.0,Pesca Y Acuicultura,4/8/2002,9/30/2005
D01I1034,2001,Desarrollo De Practicas Sustentables De Reciclaje De Biosolidos En Plantaciones Forestales,Silvia Aguilera Santelices,"Medio Ambiente, Biosolidos, Plantaciones Forestales",189000.0,Forestal,5/15/2002,5/14/2005
D01I1035,2001,Desarrollo De Modelos Para Fusion De Imagenes Y Uso De Localizadores 6D: Herramientas De Apoyo Al Diagnostico Medico Y Procedimientos Quirurgicos,Raul Gouet Bañares,"Imagenes, Fusion, Procedimientos Quirurgicos",236000.0,Tic,8/1/2002,1/31/2007
D01I1038,2001,Desarrollo De Un Proceso De Biorremediacion De Aguas Para La Industria Minera Y Manufacturera,Davor Cotoras Tadic,"Biorremediacion, Agua, Metales",150000.0,Manufactura,5/1/2002,4/30/2006
D01I1040,2001,Metodologia Para El Trabajo En Valores En El Marco De Los Objetivos Transversales De La Reforma Educativa,Maria Mena Edwards,"Valores, Educacion, Transversales",186000.0,Educación,3/15/2002,10/31/2004
D01I1046,2001,"Generacion De Fuentes Alternativas De Materias Primas Para La Alimentacion De Especies Acuicolas, Basadas En Productos Algales: I. Peces",Maria Toledo Donoso,"Alimentacion, Algas, Peces",160000.0,Pesca Y Acuicultura,7/1/2002,5/15/2005
D01I1048,2001,"Programa De Prevencion En Seguridad Vial Que Contempla El Desarrollo De Una Comunidad Virtual, Capacitacion Virtual De Profesores De Enseñanza Parvularia, Basica Y Media Y La Implementacion De Recursos Instruccionales Para Los Alumnos En Una Plataforma Vi",Francisca Gomez Rios,"Prevencion, Educacion Vial, Capacitacion",97000.0,Educación,5/1/2002,10/15/2004
D01I1050,2001,Desarrollo Y Evaluacion De Una Tecnologia No Termica Para La Pasteurizacion De Jugos Clarificados De Manzana,Luis Aguilar Cavallo,"Pasteurizacion, Jugos, No Termico",180000.0,Otros,4/1/2002,8/31/2005
D01I1051,2001,"Lectes, Programa De Optimizacion De La Competencia Estrategica Para Comprender Y Producir Textos Escritos",Juana Marinkovich Ravena,"Competencia Estrategica, Lectura Y Escritura, Metodologia Y Materiales",190000.0,Manufactura,4/8/2002,4/8/2005
D01I1053,2001,"Metodologia Para Mejorar El Proceso Productivo Del Nispero Japones Y Sus Posibilidades De Exportacion En Fresco, Incrementando Su Valor Economico Y Social",Eugenio Lopez Laport,"Nispero Japones, Proceso Productivo, Exportacion En Fresco",179000.0,Manufactura,4/9/2002,4/8/2007
D01I1054,2001,"Programa De Introduccion, Seleccion Y Propagacion De Portainjertos Y Variedades De Paltos En Chile",Monica Castro Valdebenito,"Palto, Portainjertos, Variedades",131000.0,Otros,4/22/2002,4/22/2005
D01I1058,2001,Desarrollo De Un Sistema De Evaluacion Y Seguimiento Del Desempeño De La Gestion Clinica De Los Grandes Hospitales Chilenos,Gabriel Bastias Silva,"Sistema De Evaluacion, Gestion Clinica, Hospitales",232000.0,Salud,7/1/2002,9/30/2004
D01I1060,2001,Desarrollo De Alimentos Para Sustentar Las Bases De Cultivos De Especies No Tradicionales De Peces Y Moluscos De Importancia Comercial,Robert Simpfend Rfer Karow,"No Tradicional, Cultivo, Alimento",185000.0,Agropecuaria,5/2/2002,3/1/2005
D01I1064,2001,Desarrollo De Lineas Transgenicas De Vid Con Resistencia A Enfermedades Fungosas,Humberto Prieto Encalada,"Transgenia De Vides, Hongos Fitopatogenos, Reduccion Uso Pesticidas",208000.0,Agropecuaria,6/1/2002,5/31/2006
D01I1067,2001,Uso Convergente De Contenidos Audiovisuales E Internet En El Aula Escolar,Christian Willatt Herrera,"Audiovisual, Internet, Educacion",150000.0,Tic,5/1/2002,4/30/2004
D01I1069,2001,Diseño Y Evaluacion De Alimentos Saludables Destinados Al Adulto Mayor,Nora Lutz Riquelme,"Alimentos Saludables, Nutricion, Adulto Mayor",216000.0,Salud,7/25/2002,1/31/2007
D01I1074,2001,Desarrollo De Nuevas Tecnicas Para La Prevencion Y Control De Enfermedades Infecciosas Y No Infecciosas En Los Cultivos De Abalon,Victor Enriquez Sais,"Abalon, Enfermedades, Control",219000.0,Agropecuaria,10/1/2002,10/31/2005
D01I1081,2001,Monitoreo Para Optimizacion De Procesos Y Calidad De Servicio Electrico De Sistemas Industriales Con Convertidores De Potencia,Jorge Pontt Olivares,"Optimizacion, Calidad, Procesos",157000.0,Energía,4/8/2002,5/30/2004
D01I1082,2001,"Sistema De Experimentos Remotos Para Enseñanza Media En Fisica, Quimica Y Matematica",Gaston Agüero Soler,"Experimentacion, Ciencias Exactas, Enseñanza",230000.0,Tic,4/8/2002,12/15/2004
D01I1091,2001,Control Supervisor Virtual De Operaciones Para Minas Subterraneas,Felisa Cordova Gonzalez,,200000.0,Otros,6/1/2002,12/30/2006
D01I1092,2001,Desarrollo De Tecnologias Para La Recuperacion De Valores Metalicos Y Tratamiento De Residuos Industriales Liquidos Generados Por La Mineria E Industria,Miguel Mardones Lillo,"Tecnologias, Recuperacion, Tratamiento",134000.0,Minería,4/3/2002,1/15/2004
D01I1099,2001,Fabricacion De Un Dispositivo Para Disminuir La Distorsion De La Corriente Electrica Asociada A Rectificadores Ca/Cc,Miguel Villablanca Martinez,"Distorsion, Corriente, Rectificacion Ca/Cc",182000.0,Otros,5/1/2002,10/31/2006
D01I1107,2001,"Manejo Y Calidad Del Salmon Fresco Durante Las Faenas De Cosecha, Proceso, Transporte Y Distribucion",Marlene Roeckel Von Bennewitz,"Atmosfera Modificada, Envasado, Salmon Salar",100000.0,Pesca Y Acuicultura,5/1/2002,8/20/2004
D01I1109,2001,Desarrollo De Implantes Dentales De Bajo Costo Para Estabilizar Protesis Mandibulares De Pacientes Desdentados,Jorge Jofre Araya,"Implantes Dentales, Protesis, Desdentados",157000.0,Salud,6/1/2002,12/10/2006
D01I1110,2001,Biotecnologia Aplicada A La Produccion De Choro Zapato (Choromytilus Chorus) Para Potenciar Su Cultivo En Chile,Maria Lepez Garcia,"Biotecnologia, Choro Zapato, Cultivo",150000.0,Agropecuaria,4/5/2002,12/4/2004
D01I1112,2001,Neutralizacion De Gases De Fundicion De Cobre Con Caliza En Un Sistema Combinado De Lecho Fluidizado Y Ciclones,Igor Wilkomirsky Fuica,"Neutralizacion, Gases, Fundicion",295000.0,Minería,8/1/2002,5/30/2008
D01I1113,2001,"Extraccion De Sedimentos Acumulados Bajo Los Centros Acuicolas, Mediante Un Prototipo Industrial De Vehiculo Submarino Remoto (Rov) Y Su Posterior Utilizacion En Sistemas Agricolas:Una Alternativa De Integracion Productiva",Marco Salamanca Orrego,"Acuicultura, Sedimentos, Fertilizacion",244000.0,Agropecuaria,4/3/2002,1/31/2004
D01I1115,2001,"Degradacion Oxidativa De Residuos, A Traves De Un Proceso Catalitico En Fase Acuosa",Julio Seeger Stein,"Degradacion Oxidativa, Residuos, Proceso Catalitico",214000.0,Tic,4/1/2002,8/1/2004
D01I1120,2001,Diseño De Metodologia Educacional En Alfabetizacion Funcional Para El Desarrollo Local En Contexto Intercultural,Alejandro Villalobos Claveria,"Alfabetizacion, Interetnico, Desarrollo",85000.0,Educación,12/1/2002,10/30/2006
D01I1121,2001,Desarrollo Y Aplicaciones Biotecnologicas Para La Elaboracion De Un Probiotico Vaginal: Una Alternativa Para La Prevencion Y Tratamiento De Infecciones Del Tracto Genital Femenino,Erica Castro Inostroza,"Probiotico, Salud, Biotecnologia",248000.0,Salud,5/1/2002,5/31/2005
D01I1125,2001,Prototipo De Boya Modular Para El Monitoreo Continuo De Variables Oceanograficas,Marcelo Carro Donna,"Acuicultura, Oceanografia, Boya",211000.0,Pesca Y Acuicultura,6/1/2002,7/1/2006
D01I1127,2001,Investigacion Y Desarrollo Biotecnologico Para La Exportacion De Crustaceos Y Moluscos In Vivo,Jaime Meruane Zumelzu,"Biotecnologia, Exportacion, In Vivo",165000.0,Pesca Y Acuicultura,7/1/2002,8/30/2004
D01I1131,2001,Evaluacion De Nuevos Hibridos De Populus Con Fines Industriales Y De Proteccion Ambiental. Etapa I. Seleccion Genetica Preliminar,Francisco Zamudio Arancibia,"Alamo, Seleccion-Genetica, Utilizacion-Industrial",190000.0,Tic,4/18/2002,4/17/2005
D01I1139,2001,Desarrollo De Productos Organicos Y Funcionales En Base A La Avellana(Gevuina Avellana Mol) Y Creacion De Mercados Para Su Consumo,Angel Vivallo Pinare,"Productos, Avellana, Consumo",100000.0,Alimentos,4/26/2002,11/20/2004
D01I1140,2001,Desarrollo De Sistemas De Riego Destinados A Aumentar La Productividad En Plantaciones De Eucalipto,Gonzalo Puentes Soto,"Riego, Productividad, Eucalipto",135000.0,Agropecuaria,4/18/2002,9/18/2005
D01I1142,2001,Incremento De La Produccion En Las Areas De Manejo A Traves De La Incorporacion De Semillas De Erizo Y Talos De Algas,Arturo Candia Poza,"Areas De Manejo, Produccion, Semillas Y Talos",239000.0,Pesca Y Acuicultura,10/1/2002,10/1/2006
D01I1146,2001,Incorporacion De Zeolitas Naturles Como Aditivos En La Alimentacion De Salmones Y Truchas De Cultivo: Un Promotor De La Eficiencia Alimentaria,Sergio Contreras Lynch,"Acuicultura, Alimentacion, Zeolitas",200000.0,Agropecuaria,8/1/2002,2/28/2005
D01I1148,2001,Desarrollo Del Cultivo De Porphyra (Luche) En La X Region,Arturo Candia Poza,"Cultivo, Alga, Luche",150000.0,Agropecuaria,10/1/2002,6/20/2006
D01I1149,2001,Homologacion De Norma Internacional Iec60601 A Norma Chilena Para Dispositivos Electromedicos Y Desarrollo De Instrumentos Para Determinacion De Seguridad Y Desempeño De Dispositivos De Uso Critico,Antonio Glaria Bengoechea,"Norma Electromedica, Seguridad Y Desempeño, Dispositivos Medicos",206000.0,Tic,6/17/2002,1/15/2006
D01I1151,2001,Investigacion Y Desarrollo Tecnologico De Procesamiento De Algas Nativas Chilenas De Interes Comercial Para Consumo Humano,Lucia De La Fuente Jimenez,"Algas Marinas, Procesamiento, Alimento Humano",188000.0,Pesca Y Acuicultura,5/2/2002,10/2/2004
D01I1155,2001,Desarrollo De Tecnologias Para La Generacion De Una Oferta Diversificada De Especies Leñosas Para El Manejo Sustentable De Los Bosques Nativos De Chile,Sergio Donoso Zegers,"Plantas, Oferta, Bosque Nativo",150000.0,Forestal,5/15/2002,5/14/2005
D01I1160,2001,Biorreduccion Del Pitch (Resina) En Madera De Pino Radiata,Jose Navarrete Araya,"Bioreduccion De Resinas, Mancha Cafe, Madera Aserrada",230000.0,Forestal,4/1/2002,8/30/2005
D01I1161,2001,Desarrollo Experimental De Especificaciones Tecnicas Para El Mejoramiento Higrotermico De Muros De Albañileria De Ladrillo Y Hormigon,Luis Bobadilla Moreno,"Aislacion Higrotermica, Muros, Edificacion",190000.0,Infraestructura,5/6/2002,8/6/2005
D01I1163,2001,Desarrollo De La Tecnologia Para La Produccion De Semillas De Pectinidos Australes Con Importancia Comercial(Chlamys Patagonica Y Chlamys Vitrea) En Magallanes,Pablo Gallardo Ojeda,"Hatchery, Semilla, Ostiones Del Sur",237000.0,Pesca Y Acuicultura,3/14/2002,8/31/2005
D01I1164,2001,Produccion De Harina De La Macroalga (Macrocystis Pyrifera) Y Su Utilizacion Como Ingrediente Para Alimentacion De Salmonidos En La Region De Magallanes Y Antartica Chilena,Andres Mansilla Munoz,"Tecnologia, Extraccion, Harina De Algas",220000.0,Pesca Y Acuicultura,4/1/2002,5/30/2005
D01I1165,2001,Caracterizacion Y Aprovechamiento Integral De La Energia Del Viento En Chile,Arturo Kunstmann Ferreria,"Caracterizacion, Aprovechamiento, Eolico",152000.0,Energía,4/1/2002,10/31/2004
