project_code,year,title,director,keywords,amount,area,start_date,end_date
D10I1249,2010,Plataforma Web Científico-Tecnológica Para La Toma De Decisiones Sobre El Cierre Sustentable De Depó Sitos De Relaves Mineros En Chile,Rosanna Ginocchio Cea,"Cierre De Faenas Mineras, Depósitos De Relaves, Disposición Segura Residu",314968.0,Minería,12/1/2011,11/30/2014
D10I1252,2010,Screening De Material Genético Y Desarrollo De Clones Y Técnicas De Manejo De Maqui (Aristotelia Chi Lensis) Para Mejorar La Oferta De Materia Prima Exportable Y Agroindustrial,Hermine Vogel,"Antocianinas, Selección, Manejo De Cultivo",228709.0,Agropecuaria,12/20/2011,12/19/2014
D10I1258,2010,Investigación Y Desarrollo Del Ciclo Biológico De La Trucha De Arroyo (Salvelinus Fontinalis) Para P Reservar El Patrimonio Genético Y Sustentar Un Nuevo Modelo De Pesquería Fluvial  Y Así Ampliar Temp Oral Y Geográficamente La Pesca Recreativa En Chile,Pablo Gallardo Ojeda,"Salvelinus, Pesca Recreativa, Repoblamiento",223680.0,Pesca Y Acuicultura,12/1/2011,12/1/2014
D10I1270,2010,Framework Para La Creación Y Uso De Textos Escolares Digitales Interactivos (Tedi) Que Aprovechen La S Habilidades De Los Estudiantes Del Nuevo Milenio En El Escenario De Computación 1 A 1 En El Aula,Juan Hinostroza Scheel,"Textos Escolares Digitale, Framework Para Producción, Tecnologia Educativa",168907.0,Tic,12/1/2011,12/31/2013
D10I1282,2010,"Innovar Una Plataforma Biotecnológica De Alto Flujo Para La Generación De Nuevas Moléculas Similares A Anticuerpos, A Partir De Vectores Fagémidos. Producción De Moléculas Anti-Vegf Para Su Empleo Com O Biofármacos De Uso  Terapéutico.",Oliberto Sanchez Ramos,"Anticuerpos Monoclonales, Combinatoria, Phage Display",440990.0,Tic,11/1/2011,11/1/2014
D10I1286,2010,Sistema Guia-Mat: Gestión Integral De Aula Colaborativa Y Tecnología Personalizada Para El Aprendiza Je Activo De Matemática En Escuelas Públicas De Chile,Ignacio Casas Raposo,"Tutores Cognitivos, Tecnologías Educativas, Aprendizaje Colaborativo",286960.0,Tic,12/26/2011,4/25/2014
D11I1007,2011,Uprplus Una Nueva Terapia Génica Para El Tratamiento De La Enfermedad De Parkinson,Claudio Hetz Flores,"Enfermedad De Parkinson, Upr, Enfermedades Neurodegener",327977.0,Salud,1/1/2013,1/1/2016
D11I1009,2011,Sistema De Auto Soporte Para El Mejoramiento De Las Prácticas Docentes,Pablo Dartnell Roy,"Prácticas Docentes, Análisis Semántico, Conversión Voz A Texto",282724.0,Tic,11/15/2012,11/15/2015
D11I1024,2011,La Botanica Forense En La Investigacion Policial,Angel Vivallo Pinare,"Botanica, Forense, Investigaciones",280436.0,Otros,11/1/2012,11/1/2015
D11I1029,2011,Incorporación De La Secuenciación De Última Generación En El Cuidado De Los Pacientes Con Cáncer,Ricardo Armisen Yañez,"Genómica Del Cáncer, Ultra Deep Targeted Seque, Medicina Personalizada",322108.0,Salud,12/1/2012,12/1/2015
D11I1036,2011,Caracterización Y Producción De Compuestos Antigénicos Tumorales Para Activación Ex-Vivo De Células Autólogas De Uso Potencial En Inmunoterapia Celular Contra El Cáncer,Flavio Salazar Onfray,"Cancer, Inmunoterapia Celular, Inmunologia",311224.0,Salud,12/26/2012,12/25/2015
D11I1060,2011,Desarrollo De Una Plataforma Astroinformática Para La Administración Y Análisis Inteligente De Datos A Gran Escala,Mauricio Solar Fuentes,"Astroinformï¿½Tica, Observatorio Virtual, Astronomï¿½A E Informï¿½T",297559.0,Tic,1/2/2013,5/2/2015
D11I1067,2011,Obtencion De Un Extracto Lipidico Con Actividad Inhibidora Del Apetito A Partir De Semillas De Gimno Spermas Introducidas,Jose Becerra Allende,"Gimnospermas, Extracto, Pufas",294906.0,Agropecuaria,12/1/2012,12/1/2015
D11I1080,2011,Caracterización De Una Vacuna Recombinante Contra El Virus Respiratorio Sincicial,Alexis Kalergis Parra,"Vacuna Contra Vrs, Bacilo De Calmette Y Guer, Virus Respiratorio",366808.0,Salud,1/2/2013,1/2/2016
D11I1096,2011,Microscopía Virtual - Centro De Patología Digital Asistida Por Internet -,Steffen Hartel Grundler,"Microscopía Virtual, Procesamiento De Imágenes, Patología Digital",333098.0,Tic,12/1/2012,12/1/2015
D11I1098,2011,Nueva Formulación Farmacológica Para El Tratamiento Y La Prevención De La Hipertensión Arterial Y Di Sfunción Vascular: Respuesta Integrada A Una Patología Multifactorial.,Rodrigo Iturriaga Aguera,"Hipertensión Arterial, Disfunción Endotelial Y V, Nueva Formulacion Farmaco",321660.0,Salud,1/2/2013,1/2/2016
D11I1109,2011,"Elaboración, Validación  Y Aplicación De Instrumentos De Diagnóstico De  Oportunidades De Aprendizaj E Para El Logro De Los Estándares Nacionales En La Formación De Profesores De Educación Básica",Cristián Cox Donoso,"Estándares Pedagogía Educ, Oportunidades De Aprendiz, Formación Inicial Y Conti",314012.0,Tic,1/1/2013,1/1/2016
D11I1119,2011,Diseño E Implementación De Una Base De Datos De Predicción De Tsunamis Para La Costa Chilena Utiliza Ndo Modelación Computacional De Alto Rendimiento,Patricio Catalan Mondaca,"Tsunami, Base De Datos, Sistemas De Alerta Tempra, Tsunami, Modelos Numerico",331416.0,Tic,12/3/2012,12/3/2015
D11I1122,2011,"Angiotensina-(1-9), Un Nuevo Principio Activo Para El Tratamiento De La Hipertensión Y Del Daño Card Iovascular Y Renal Secundarios: Estudio Y Desarrollo Preclínicos",María Ocaranza Geraldino,"Hipertensión, Daño Cardiovascular, Daño Renal",285289.0,Otros,1/2/2013,1/1/2016
D11I1123,2011,Aplicación De La Nanotecnología Para El Desarrollo De Un Nuevo Adsorbedor De Etileno Orientado A La Producción De Envases Para Frutas Climatéricas,Francisco Rodriguez Mercado,"Nanotecnología, Eliminadores De Etileno, Envases Activos",230350.0,Agropecuaria,11/9/2012,11/9/2015
D11I1131,2011,"Identificación, Desarrollo Y Validación De Nuevas Moléculas Inhibidoras De Los Transportadores De Gl Ucosa Para Su Aplicación En El Control De La Hiperglicemia Característica De La Diabetes Mellitus, O Besidad Y Síndrome Metabólico",Alejandro Reyes Pinto,"Hiperglicemia, Diabetes, Transportadores De Glucos",312596.0,Tic,12/1/2012,12/1/2015
D11I1134,2011,"Desarrollo De Técnicas De Manejo Para Producir Piñones De Pino Piñonero (Pinus Pinea L.), Una  Opció N Comercial Atractiva Para Chile",Veronica Loewe Muñoz,"Pino Piñonero, Pinus Pinea, Pine Nuts, Pinoli",295542.0,Forestal,12/3/2012,12/2/2015
D11I1137,2011,Sistema De Pronósticos De Pesquerías Pelágicas Chilenas Frente A Diversos Escenarios Del Cambio Clim Ático,Eleuterio Yañez Rodriguez,"Cambio Climático, Pronóstico De Pesquerias, Pelagicos",206400.0,Tic,6/1/2013,11/30/2015
D11I1139,2011,Gestión Del Potencial Redox En La Cadena De Elaboración Del Vino Y Su Impacto En La Calidad,Eduardo Agosin Trumper,"Impacto Del Potencial Red, Manejo Del Oxígeno, Calidad Del Vino",215264.0,Agropecuaria,12/12/2012,12/11/2015
D11I1140,2011,Detección De Vpm Mediante Métodos In Vitro Alternativos Al Bioensayo Ratón: Generacion De Soluciones /Herramientas Biotecnológicas Para Monitoreos Rutinarios De Marea Roja,Allisson Astuya Villalon,"Vpm, Métodos Alternativos In V, Bioensayo Ratón",249301.0,Energía,11/5/2012,5/4/2015
D11I1161,2011,"Eucahydro: Herramientas Para Evaluacion Temprana De Genotipos De Eucalyptus De Mayor Eficiencia En E L Uso, Consumo De Agua Y Resistencia A La Sequia",Rafael Rubilar Pons,"Huella De Agua, Selección Genotipos Eucal, Productividad Sustentable",302501.0,Agropecuaria,12/3/2012,12/3/2015
D11I1162,2011,Sistema De Proyección Y Evaluación De Impacto De La Inversión Regional,Patricio Aroca Gonzalez,"Evaluación De Impacto De, Matriz De Contabilidad So, Modelo Multi-Regional De",292635.0,Otros,,
D11I1188,2011,Generación Y Desarrollo De Una Vacuna Recombinante Eficaz Contra El Circovirus Porcino Tipo 2 Potenc Iada Con Citoquinas Inmuno-Reguladoras: Una Solución Biotecnológica Para La Porcicultura Nacional.,Jorge Toledo Alonso,"Circovirus Porcino Tipo 2, Vacunas Veterinarias Reco, Biotecnología",286000.0,Agropecuaria,12/1/2012,12/1/2015
D11I1190,2011,Ácidos Orgánicos Y Resinas Naturales A Partir De Residuos Lignocelulósicos,Niels Müller Szeraws,"Aditivo Acidificante, Pirólisis Rápida, Residuos Lignocelulosicos",219795.0,Otros,11/15/2012,5/14/2015
D11I1197,2011,Desarrollo De Envases Activos Biodegradables Y Su Aplicación En El Sector Del Food Packaging Para Pr Oductos De Exportación,Alvaro Maldonado Mendoza,"Biomateriales, Activos, Envases",221980.0,Manufactura,10/25/2012,10/24/2015
D11I1210,2011,"Desarrollo De Materiales Poliméricos Antimicrobianos Con Nanoestructuras Del Tipo Núcleo-Coraza (Cob Re-Plata) Como Agente Activo, Para La Prevención De Infecciones Intrahospitalaria",Johanna Castaño Agudelo,"Material Polimérico, Nanoestructuras De Cobre/, Antimicrobiano",276677.0,Salud,10/24/2012,10/24/2015
D11I1213,2011,Desarrollo De Materiales Basados En Carbono A Nanoescala Para Ser Utilizados En Remplazo De Los Ánod Os De Plomo Empleados En La Electro-Obtención De Cobre,Patricio Haberle Tapia,"Electro-Obtención De Cobr, Minería De Cobre, Tecnología De Ánodos",286078.0,Minería,10/19/2012,10/19/2015
D11I1226,2011,Desarrollo De Papeles Bioáctivos En Base A Mezclas De Pulpa De Algas Y Fibras Secundarias,Regis Teixeira Mendonca,"Papel Bioáctivo, Propiedades Bioáctivas De, Pulpa Secundaria",285590.0,Pesca Y Acuicultura,11/1/2012,10/31/2015
