project_code,year,title,director,keywords,amount,area,start_date,end_date
Ca12I10322,2012,Sistema Filtrante Y Desmetalizante Basado En Fibras Vegetales Para Vinos. Un Aporte A La Calidad De Los Vinos Chilenos,Jose Neira Hinojosa,,0.0,Agropecuaria,,
Id16I10196,2016,Sistema De Predicción Temprana De La Enfermedad De Ojo De Buey En Manzanas De Exportación De La Vari Edad Cripps Pink,Jose Reyes Suarez,,0.0,Agropecuaria,,
Ca12I10110,2012,Diseño De Una Formulación Para Uso Farmacéutico Efectiva Contra Bacterias Multirresistentes De Impor Tancia Médica,Guido Mora Longa,,0.0,Salud,,
Ca12I10113,2012,Gestión De Calidad De Capacidades Organizacionales De Fundaciones Y Corporaciones De Emprendimientos Solidarios,Regina Funk Buntemeyer,,0.0,Educacion Y Ciencias Sociales,,
Ca12I10116,2012,Determinación De Dosis De Radiación Aplicada A Alimentos Por Resonancia De Spin Electrónica  (Esr),Alejandro Cabrera Oyarzun,,0.0,Manufactura,,
It13I20045,2013,Selección Y Registro De Nuevas Variedades De Frambuesa Desarrolladas En Chile,Marina Gambardella Casanova,,0.0,Agropecuaria,,
Ca12I10120,2012,Estimulación De La Recuperación Locomotora Luego Del Daño A La Medula Espinal Utilizando Activadores Vesiculares Derivados De Células Gliales Periféricas,Felipe Court Goldsmith,,0.0,Salud,,
It15I10048,2015,Redoxcell: Una Plataforma Para El Registro Del Impacto Antioxidante En Células Vivas,Omar Porras Espinoza,,0.0,Agropecuaria,,
Ca12I10134,2012,"Evaluación De Técnicas De Multiplicación De Cyttaria Espinosae Y Grifola Gargal Y De Sus Capacidades Antioxidantes, Anticancerígenas Y Antimicrobianas Frente A Patógenos De Interés Clínico Y Agrícola",Maribel Parada Ibañez,,0.0,Forestal,,
Ca12I10119,2012,Recuperación De Aromas Durante La Fermentación Enológica Y Su Impacto En La Capacidad Productiva Y La Elaboración De Vinos Diferenciados Aromáticamente.,Jose Perez Correa,,0.0,Agropecuaria,,
Ca12I10150,2012,Identificación Y Desarrollo De Inhibidores De La Enzima 11Beta-Hsd1 Para El Tratamiento De La Hipertensión Arterial Y El Sindrome Metabólico,Carlos Fardella Bello,,0.0,Salud,,
Ca12I10152,2012,Panel De Mutaciones Recurrentes En Chile En Los Genes Brca1 Y Brca2 En Pacientes Con Cancer De Mama Y/U Ovario Hereditario. Diseño De Un Sistema Comercial Para Diagnóstico Genetico En Pacientes Chilenas,Pilar Carvallo De Saint-Quentin,,0.0,Salud,,
Ca12I10167,2012,Diseño E Implementación De Un Nuevo Manipulador Robótico Redundante De 7 Gdl Para Sistemas Mineros E Industriales Tolerantes A Fallas,Eleuterio Urrea Onate,,0.0,Manufactura,,
Ca12I10186,2012,Desarrollo De Barras Intercelda Moduladoras De Corriente (Bmc) Para Electro Obtención De Cobre,Eduardo Wiechmann Fernandez,,0.0,Manufactura,,
Ca12I10205,2012,Uso Inteligente De Gases Para Mejorar La Recuperación En Celdas De Flotación: Aplicación A Concentradoras De Cobre Y Molibdeno,Gonzalo Montes Atenas,,0.0,Mineria,,
Ca13I10272,2013,Propagación In Vitro De Rhodophiala Pratensis Y Su Uso Como Fuente De Alcaloides De Importancia Farm Acológica,Matilde Uribe Moraga,,0.0,Agropecuaria,,
Ca12I10214,2012,Ingenieria Genetica Via Transformacion Cloroplastidica: Poderosa Herramienta En La Optimizacion De La Biosintesis De Astaxantina En Haematococcus Pluvialis,Vitalia Henriquez Quezada,,0.0,Pesca Y Acuicultura,,
Id15I10031,2015,Programa De Propagación Masiva Para El Desarrollo Sustentable De Especies Medicinales En Isla De Pas Cua,Monica Castro Valdebenito,,0.0,Agropecuaria,,
Ca12I10223,2012,Dispositivo Aéreo Programable Para El Desarrollo De Habilidades Lógico-Matemática En Estudiantes De Niveles Escolares Iniciales: E-Divo,Patricio Galeas Echeverria,,0.0,Educacion Y Ciencias Sociales,,
Ca12I10224,2012,Actividad Antibacteriana De Líquenes Antárticos Contra Bacterias Patógenas  Multiresistentes,Gerardo Gonzalez Rocha,,0.0,Salud,,
Ca12I10234,2012,Sistema De Modelamiento Del Ambiente Físico De Aprendizaje (Mafa) Para El Mejoramiento De La Calidad De La Educación Parvularia.,Cynthia Adlerstein Grimberg,,0.0,Educacion Y Ciencias Sociales,,
Ca12I10235,2012,Desarrollo Y Experimentación De Combustor De Astillas De Madera,Carlos Torres Fuchslocher,,0.0,Energia Y Aguas,,
It13I20057,2013,Producción Y Validación De Envases Biodegradables Tipo Clamshell Para El Empaque Y Transporte De Fru Tas De Exportación,Alvaro Maldonado Mendoza,,0.0,Agropecuaria,,
Ca12I10243,2012,"Diseño, Desarrollo Y Validación De Un Sistema De Monitoreo De La Convivencia Escolar",Veronica Lopez Leiva,,0.0,Educacion Y Ciencias Sociales,,
It16I10064,2016,Producción Y Validación De Envases Activos Biodegradables Para Frutos Climatéricos De Exportación,Alvaro Maldonado Mendoza,,0.0,Agropecuaria,,
Ca12I10263,2012,Elaboración De Simulador Virtual Para El Aprendizaje De La Anatomía Y Fisiología Del Segundo Ciclo De Enseñanza Básica,Pablo Rosenblat Guelfenbein,,0.0,Educacion Y Ciencias Sociales,,
Ca12I10280,2012,Desarrollo Y Caracterización De Moléculas Con Utilidad Clínica En Intoxicación Aguda Con Etanol,Jose Guzman Gonzalez,,0.0,Salud,,
Ca12I10288,2012,Desarrollo De Tecnologías Reproductivas Para La Producción De Plantas De Quillay Con Procedencias Seleccionadas,Pablo Honeyman Lucchini,,0.0,Forestal,,
Ca12I10289,2012,Utilización Del Secado Continuo Por Presión En Un Proceso Integrado De Obtención De Chapas De Eucalyptus Nitens De Alto Valor Agregado,Carlos Rozas Mellado,,0.0,Manufactura,,
Ca12I10296,2012,Investigación Y Desarrollo De Herramientas Bioinformáticas Para El Diseño Costo-Efectivo De Biosensores Y Biointerruptores Moleculares,Francisco Melo Ledermann,,0.0,Salud,,
Ca12I10298,2012,"Identificación, Caracterización Y Desarrollo De Péptidos Con Actividad Antimicrobiana A Partir Del Veneno De Arácnidos Endémicos De Chile",Jorge Araya Rojas,,0.0,Salud,,
It15I10016,2015,"Optimización Y Validación De Kit Qpcr Múltiplex Real Time Para La Detección De Los Virus Bovinos Bvd V, Blv Y Bhv-1 Desde Sangre Y Leche",Victor Olavarria Contreras,,0.0,Agropecuaria,,
Ca12I10308,2012,Diseño Y Desarrollo De Un Prototipo Integrado Para La Sintesis Masiva De Nanoestructuras: Aplicacion Es En Nanocompuestos,Manuel Melendrez Castro,,0.0,Manufactura,,
Ca12I10314,2012,Procesamiento Masivo De Eventos En Tiempo Real.,Mauricio Marin Chaihuan,,0.0,Tecnología De La Información Y Comunicaciones,,
Ca13I10004,2013,"Optimización De Metodologías De Poliploidización Para Potenciar El Vigor, La Productividad Y La Cali Dad En Especies Agrícolas",Carlos Muñoz Schick,,0.0,Agropecuaria,,
Ca12I10333,2012,Plataforma De Estudios Preclínicos De Xenotransplantes De Tejidos Metastáticos Humanos Para La Evaluación De Sensibilidad A Drogas Anticancerígenas.,Viviana Montecinos Acuna,,0.0,Salud,,
Ca12I10339,2012,Combustible Líquido Para La Generación De Electricidad A Partir De Biomasa Forestal,Cristina Segura Castillo,,0.0,Energia Y Aguas,,
Ca12I10349,2012,Investigando Las Propiedades Inmunomodulatorias De Una Nueva Población Stem Cell De Fluido Menstrual Recientemente Caracterizada Y Exploración De Su Aplicación Potencial En Enfermedades Inflamatorias,Maroun Khoury Abboud,,0.0,Salud,,
Ca12I10367,2012,Desarrollo De Un Antídoto Profiláctico Para Prevenir El Síndrome Cardiopulmonar Por Hantavirus,Nicole Tischler,,0.0,Salud,,
Ca12I10371,2012,Caracterización Espectral De Fases Fundidas Y Reacciones A Alta Temperatura De Interés En El Control Y Diagnóstico De Procesos De La Pirometalurgia Del Cu.,Roberto Parra Figueroa,,0.0,Mineria,,
Ca12I10372,2012,Siel: Sistema De Estimulacion Del Lactante,Marcela De Lourdes Peña Garay,,0.0,Salud,,
Ca12I10221,2012,"Obtención De Compuestos Polifenólicos Con Potencial Hipoglicemiante, A Partir De Los Desechos Sólidos Del Proceso De Vinificación",Guillermo Saud Sura,,0.0,Agropecuaria,,
Ca12I10375,2012,Carbonización De Biomasa Como Sustituto De Carbón Mineral Para Generación Termoeléctrica - Htc,Alfredo Gordon Strasser,,0.0,Energia Y Aguas,,
Ca12I10380,2012,Virtualmarket: Organizaciones Virtuales De Proveedores Para Identificación Dinámica De Oportunidades De Asociatividad,Hernan Astudillo Rojas,,0.0,Educacion Y Ciencias Sociales,,
Ca12I10383,2012,"Cortes, Escisiones Y Hendiduras Controladas Para El Desarrollo Espacial De Estructuras Resistentes De Madera Sólida Curvada Con Vapor.",Marcos Garcia Alvarado,,0.0,Manufactura,,
It13I10003,2013,Abc Salud: Una Herramienta Para El Mejoramiento De La Gestión Y Valoración De Prestaciones En Hospit Ales Públicos,Liliana Neriz Jara,,0.0,Tecnología De La Información Y Comunicaciones,,
It13I10005,2013,Herramientas Para Fortalecer La Formación De Profesores De Educación Básica Basadas En Experiencias De Enseñanza De La Matemática En Aula,Salome Martinez Salazar,,0.0,Educacion Y Ciencias Sociales,,
It13I10012,2013,"Consolidación Del Desarrollo Tecnológico Para La Producción Masiva De Juveniles De Camarón De Río De L Norte (Cryphiops Caementarius), Basado En El Manejo De La Reproducción Y Protocolos De Operación D El Cultivo",Maria Morales Suazo,,0.0,Pesca Y Acuicultura,,
It13I10017,2013,Automatización De Un Sistema Incondicionalmente Seguro De Comunicación Cuántica Basado En Fibras Ópt Icas Comerciales,Guilherme Barreto Xavier,,0.0,Tecnología De La Información Y Comunicaciones,,
It13I10020,2013,Innovación Social Efectiva: Construcción De Una Batería De Instrumentos Cuantitativos Y Un Soporte T Ecnológico Para Mejorar Los Procesos De Medición De La Calidad En Programas Sociales,Fabiola Cortez-Monroy Muñoz,,0.0,Educacion Y Ciencias Sociales,,
Ca12I10142,2012,Obtencion De Biopreservantes A Partir De Los Extraibles De Corteza De Madera Como Alternativa Al Uso De Plaguicidas Quimico  Sinteticos,Claudia Perez Manriquez,,0.0,Agropecuaria,,
It13I10034,2013,Patrones O Estandares Nacionales De Radiación De Onda Corta Y De Dosis De Radiación Ultravioleta Uv,Raul Cordero,,0.0,Energia Y Aguas,,
It13I10035,2013,Sistema De Monitoreo No Intrusivo De Señales Biomédicas,Alejandro Weinstein Oppenheimer,,0.0,Tecnología De La Información Y Comunicaciones,,
It13I10038,2013,Desarrollo De Un Sistema Móvil Para La Generación De Mapas Térmicos Que Permitan Un Manejo Óptimo De L Riego,Samuel Ortega Farias,,0.0,Energia Y Aguas,,
It13I10044,2013,"Sistema Automático De Dosificación, Llenado Y Empacado De Adsorbentes Poliméricos En Tubos De Desorc Ión Térmica",Francisco Cereceda Balic,,0.0,Manufactura,,
It13I10054,2013,Evaluación Del Desempeño En Línea Productiva De Rodillos De Roll Forming Hechos De Un Polímero Refor Zado Con Fibras Y Nanotubos De Carbono,Paulo Flores Vega,,0.0,Manufactura,,
It13I10057,2013,Desarrollo De Un Bioproducto Para El Control De Fusarium Circinatum En Viveros De Pinus Radiata,Eugenio Sanfuentes Von Stowasser,,0.0,Forestal,,
It13I10059,2013,"Plataforma De Integración Tecnológica Para El Registro, Vigilancia Y Alerta De Enfermedades De Notif Icación Obligatoria",Carla Taramasco Toro,,0.0,Tecnología De La Información Y Comunicaciones,,
It13I10060,2013,Desarrollo De Tecnología Para El Procesamiento Químico De Paja De Trigo,Alex Berg Gebert,,0.0,Manufactura,,
Ca13I10003,2013,Desarrollo De Tecnología Multiplexing Para Marcadores Asociados A La Susceptibilidad Genética De Enf Ermedad Respiratoria Grave Por Virus Sincicial Respiratorio (Rsv): Algoritmo Predictor De Riesgo Gen Ético.,Carmen Larrañaga Larrañaga,,0.0,Salud,,
Id14I10068,2014,Nuevo Biopesticida Basado En Bacterias Inductoras De Resistencia Para El Control De La Bacteriosis D El Kiwi Psa,Ernesto Moya Elizondo,,0.0,Agropecuaria,,
Ca13I10005,2013,Desarrollo De Prótesis Dentales Antimicrobianas Para El Control De Infecciones Orales Basadas En Mat Eriales Acrílicos Modificados Con Nanopartículas De Cobre,Cristian Covarrubias Gallardo,,0.0,Manufactura,,
Ca13I10013,2013,Uso De Células Que Expresan Un Biosensor Redox Para Evaluar La Capacidad Antioxidante De Moléculas D E Interés Nutricional Y Terapéutico,Omar Porras Espinoza,,0.0,Alimentos Funcionales,,
Ca13I10019,2013,Biomineralización Aplicada En Minería,Davor Cotoras Tadic,,0.0,Mineria,,
Ca13I10023,2013,"Un Prototipo De Un Sistema Analítico E Interactivo Para Apoyar El Diseño,  Desarrollo Y Evaluación D E Políticas Públicas En Educación",Patricio Rodriguez Valdes,,0.0,Educacion Y Ciencias Sociales,,
Ca13I10026,2013,Elementos Innovadores De Protección Sísmica,Ricardo Herrera Mardones,,0.0,Infraestructura,,
Ca12I10086,2012,Levaduras Killer Y Micoparasiticas  Antagonicas De  Botrytis Cinerea Como  Biofungicidas Para El Control Biologico De La Pudricion Gris,Gaston Muñoz Vera,,0.0,Agropecuaria,,
Ca13I10049,2013,Optimización Del Diseño De Caminos Y Localización De Maquinaria De Cosecha Para La Extracción De Los Rollizos En Las Operaciones Forestales,Rafael Epstein Numhauser,,0.0,Forestal,,
Ca13I10060,2013,Desarrollo De Habilidades Tic Para El Aprendizaje A Través De Actividades De Aprendizaje Mediadas Po R Asistentes Digitales,Juan Hinostroza Scheel,,0.0,Educacion Y Ciencias Sociales,,
Ca13I10061,2013,Medidor De Impacto Y Derrames De Proyectos Regionales En Chile,Patricio Aroca Gonzalez,,0.0,Educacion Y Ciencias Sociales,,
Ca13I10077,2013,Inmunoterapia Para Combatir Las Infecciones Reincidentes De Clostridium Difficile,Daniel Paredes Sabja,,0.0,Salud,,
Ca13I10080,2013,Bacteria Troyana Para Prevención De Cancer Gastrico,Hector Venegas Esparza,,0.0,Salud,,
Ca13I10087,2013,Programa De Preparación Para La Vida Universitaria,Claudia Zuniga Rivas,,0.0,Educacion Y Ciencias Sociales,,
Ca13I10088,2013,Producto Derivado De Células Troncales Mesenquimáticas Favorece La Regeneración Del Hígado En Indivi Duos Con Esteatosis Sometidos A Cirugía De Resección Hepática,Eduardo Ezquer,,0.0,Salud,,
Ca13I10102,2013,Modelo Dinámico De Demanda Hídrica Aplicable A La Gestión De Recursos Hídricos A Nivel De Cuenca,Rodrigo Fuster Gómez,,0.0,Energia Y Aguas,,
Ca13I10108,2013,Consolidación Y Aplicación De Un Modelo Sobre Monitoreo De Riesgo De Corrupción En Gobiernos Regiona Les,Sergio Toro Maureira,,0.0,Educacion Y Ciencias Sociales,,
Id14I10010,2014,La Huella Microbiologica De Los Vinos Chilenos: Aprovechamiento De Cepas Nativas De Levaduras Asocia Das A Denominacion De Origen Para La Produccion De Vinos Premium,Carla Jara Campos,,0.0,Agropecuaria,,
Ca13I10121,2013,Herramienta De Predicción De Indicadores De Disponibilidad Para Gestión De Activos Mineros,Gonzalo Acuna Leiva,,0.0,Mineria,,
Ca13I10129,2013,Sistema De Soporte De Decisión Para El Manejo Espacial Del Riego En Pivotes Centrales,Luis Lagos Roa,,0.0,Energia Y Aguas,,
Id15I10032,2015,Kiwiphage: Desarrollo De Un Antimicrobiano Natural Contra El Cancro Bacteriano Del Kiwi Utilizando B Acteriófagos,Roberto Bastias Romo,,0.0,Agropecuaria,,
Ca13I10145,2013,"Conversión Térmica De Biomasa Microalgal Agotada Para La Producción De Bio-Oil, Syngas Y Biochar Pos T Extracción De Bioproductos De Alto Valor Agregado",Gustavo Ciudad Bazaul,,0.0,Energia Y Aguas,,
Ca13I10148,2013,Desarrollo De Un Software Basado En Inteligencia Artificial Para Estandarizar Y Optimizar Procesos D E Selección Masivos Para Mercados Iberamericanos,Pablo Vera Villarroel,,0.0,Educacion Y Ciencias Sociales,,
Ca13I10157,2013,Sistema De Impresión 3D De Secciones Corporales Humanas. Prosección Anatómica En Réplicas 3D.,Oscar Inzunza Hernandez,,0.0,Tecnología De La Información Y Comunicaciones,,
Ca13I10162,2013,Desarrollo Y Validación De Una Estrategia De Etiquetado Genómico Para El Monitoreo De Poblaciones Ba Cterianas De Biolixiviación,Raquel Quatrini,,0.0,Mineria,,
Ca13I10165,2013,"Desarrollo Y Evaluación Experimental De Un Método De Desafíos De Aprendizaje, Asistido Por Un Protot Ipo De Software Visual Interactivo, De Apoyo Al Desarrollo De Habilidades Cognitivas Para El Aprendi Zaje Ágil Y Significativo Del Inglés Como Lengua Extran",Hector Ponce Arias,,0.0,Educacion Y Ciencias Sociales,,
Ca13I10173,2013,"Internet Para El Desarrollo Agrícola De Chile: Servicio Público Para Estimar El Impacto De Co-Existe Ncia De Especies Vegetales Genéticamente Modificadas, Convencionales Y Orgánicas",Humberto Prieto Encalada,,0.0,Agropecuaria,,
Id14I10097,2014,Inoculante Bacteriano Para La Promocion Del Crecimiento Y Control De Patogenos En Tomate,Macarena Gerding Gonzalez,,0.0,Agropecuaria,,
Ca13I10176,2013,Estudio Y Desarrollo De Un Analizador De Calidad De Mineral En Procesos De Aglomerado Y Curado Para Plantas De Extracción De Cobre De Tipo Hidrometalúrgicas,Aldo Cipriano Zamorano,,0.0,Mineria,,
Ca13I10178,2013,"Generación De Un Mapa De Competencias Para La Trayectoria De Los Docentes En Servicio Y De Un Softwa Re De Monitoreo De Competencias, Detección De Riesgos (Abandono, Baja Calidad Enseñanza Entregada, E Tc.) Y Entrega Alertas",Erika Castillo Barrientos,,0.0,Educacion Y Ciencias Sociales,,
Ca13I10190,2013,Subestimación De Las Precipitaciones Extremas Sobre Duraciones Cortas: Cuantificación De Hipótesis E Xplicativas Y Propuesta Metodológica Preliminar,Claudio Meier Vargas,,0.0,Energia Y Aguas,,
Ca13I10203,2013,Construccion De Un Espectrografo Astronomico De Alta Resolucion - Fideos,Leonardo Vanzi,,0.0,Tecnología De La Información Y Comunicaciones,,
Id14I10234,2014,Innovar En Nuevas Estrategias De Pre Condicionamiento In Vitro De Celulas Madre Mesenquimales Para S U Uso En Bioingenieria Tisular En Medicina Veterinaria Y Como Modelos Celulares Para Aplicaciones Tr Aslacionales Futuras A Seres Humanos,Fidel Castro Reboredo,,0.0,Agropecuaria,,
Id15I10087,2015,Innovación En La Detección De Virus Y Viroides En Cerezo En Chile,Nicola Fiore Ciccardini,,0.0,Agropecuaria,,
Ca13I10210,2013,Diseño De Sistema De Comunicación De Salud Para Adultos Mayores Y Sus Redes De Apoyo,Sergio Godoy Etcheverry,,0.0,Educacion Y Ciencias Sociales,,
Ca13I10223,2013,Desarrollo Y Evaluación Funcional De Moléculas Sintéticas Inhibidoras De Los Canales De Potasio Task -3 Para El Tratamiento De Tumores Sólidos,Leandro Zuñiga Hormazabal,,0.0,Salud,,
Ca13I10225,2013,Desarrollo De Aposito En Base A Cobre Para El Tratamiento De Pacientes Portadores De Heridas Infecta Das,Victor Silva Vargas,,0.0,Salud,,
Ca13I10238,2013,Desarrollo De Instrumentos Para Reducir La Victimización Secundaria En Víctimas Infantiles De Delito S Sexuales,Decio Mettifogo Guerrero,,0.0,Educacion Y Ciencias Sociales,,
Ca12I10104,2012,"Gas En Polvo: Una Nueva Herramienta Nano - Microtecnológica Para Controlar Maduración, Senescencia Y Pudriciones En Frutos De Exportación En Postcosecha.",Reinaldo Campos Vargas,,0.0,Agropecuaria,,
Ca13I10244,2013,Llave Óptica,Rodrigo Vicencio Poblete,,0.0,Tecnología De La Información Y Comunicaciones,,
Ca13I10261,2013,"Desarrollo Y Diseño De Un Eco-Bloque De Hormigón En Base A Materiales Reciclados, Con Menor Impacto Ambiental, Menor Costo Y Mayor Eficiencia Termica",Viviana Letelier Gonzalez,,0.0,Infraestructura,,
Ca13I10266,2013,"Producción De Furanos En Base A Carbohidratos De Corteza De Pino (Biofurans, Chile)",Teresita Marzialetti B.,,0.0,Manufactura,,
Id16I10481,2016,"Fortalecimiento Del Programa De Mejoramiento Genético De Alstroemeria (Pmgals-Uc) A Través De La Inc Orporación De Germoplasma Nativo, Seleccionado Mediante Análisis Genético Y Fitosanitario, Con Poten Cial Para El Mercado De Flores Nacional Y Extranjero.",Marlene Gebauer Hernandez,,0.0,Agropecuaria,,
Ca13I10273,2013,Plataforma De Procesamiento Y Gestión De Señales Sísmicas Para Apoyar La Identificación De Eventos D El Volcán Llaima.,Gloria Curilem Saldías,,0.0,Tecnología De La Información Y Comunicaciones,,
Ca13I10274,2013,Desarrollo De Una Plataforma De Biosensor Lipídico Para La Detección De Marea Roja In Situ,Patricio Villalobos Biaggini,,0.0,Pesca Y Acuicultura,,
Ca13I10276,2013,Sistema Integrado De Planificación De Proyectos Para Restauración De Ecosistemas Forestales En Chile,Adison Altamirano Navarrete,,0.0,Forestal,,
Ca13I10277,2013,Pronóstico De Caudales De Deshielo Utilizando Técnicas De Percepción Remota Y Asimilación De Datos H Idro Meteorológicos,James Mcphee Torres,,0.0,Energia Y Aguas,,
Id14I10440,2014,Fermentacion Y Formulaciones De Nematodos Entomopatogenos Nativos (Neps) Para El Control Biologico D E Plagas De Importancia Agricola,Rene France Iglesias,,0.0,Agropecuaria,,
Ca13I10285,2013,"Endolyptus: Hongos Y Bacterias Endófitas Como Agentes De Biocontrol De Enfermedades Y Promoción De C Recimiento En Eucalyptus Globulus, E. Nitens E Hibridos",Eugenio Sanfuentes Von Stowasser,,0.0,Forestal,,
Ca13I10300,2013,Desarrollo Y Evaluación De Algoritmos De Data Mining Para La Predicción Del Riesgo De Crisis En Paci Entes Ambulatorios De Un Hospital Pediátrico,Sebastian Rios Perez,,0.0,Tecnología De La Información Y Comunicaciones,,
Ca13I10305,2013,Detección Y Caracterización De Variables Geometalúrgicas A Partir De Imágenes Hiperespectrales,Martin Adams,,0.0,Mineria,,
Ca13I10310,2013,Densificación Y Nanocaracterización De Maderas De Rápido Crecimiento Para Productos De Ingeniería De Alto Valor,Cecilia Bustos Avila,,0.0,Forestal,,
Ca13I10317,2013,Autenticación De Vino Con Información Electrónica,Trung Pham Tat,,0.0,Alimentos Funcionales,,
Ca13I10318,2013,"Desarrollo De Cuatro Prototipos De Medidores Inteligentes Para Implementarlos En La Red Eléctrica De Generación, Transmisión, Distribución Y En Los Usuarios",Washington Fernandez Ravanales,,0.0,Tecnología De La Información Y Comunicaciones,,
Ca13I10319,2013,Creación De Modelos Para Programación De Citas Y Periodicidad De Exámenes Médicos En El Diagnóstico De Enfermedades En Un Sistema De Salud Público,Juan Ferrer Ortiz,,0.0,Tecnología De La Información Y Comunicaciones,,
Ca13I10320,2013,Desarrollo De Sistemas De Medición En Línea Del Contenido De Aire Para La Optimización Del Proceso D E Flotación,Luis Magne Ortega,,0.0,Mineria,,
It15I10006,2015,Evaluación Y Validación Tecnológica De Una Vacuna Polivalente De Subunidad Contra Mastitis Bovina.,Mario Maino Menendez,,0.0,Agropecuaria,,
Ca13I10331,2013,Video Juegos Serios Para Toma De Decisiones Frente A Desastres,Mario Bruno Melendez,,0.0,Tecnología De La Información Y Comunicaciones,,
It13I10025,2013,Evaluación De La Eficacia De Una Nueva Vacuna Anti-Staphylococcus Aureus (Masti-Vac) Para El Control De Mastitis Bovina En Rebaños Lecheros Del Sur De Chile.,Juan Kruze Virtonich,,0.0,Agropecuaria,,
Ca13I10339,2013,Aplicaciones Digitales Educativas Desde Ciencia Del Comportamiento Y La Complejidad,Carlos Rodriguez Sickert,,0.0,Educacion Y Ciencias Sociales,,
Ca13I10346,2013,Sistema De Evaluación Y Monitoreo De Estrategias De Remediación De Suelos Contaminados Por Combustib Les,Cedric Little Orellana,,0.0,Energia Y Aguas,,
Ca13I10353,2013,Prototipo De Laboratorio Para Inducir La Fragmentación De Minerales Via La Aplicación Continua De Pu Lsos  De Microondas,Waldo Valderrama Reyes,,0.0,Mineria,,
It13I20002,2013,Aquasat: Un Servicio Integrado Para El Manejo Sitio-Específico Del Agua De Riego,Mario Lillo Saavedra,,0.0,Energia Y Aguas,,
It13I20003,2013,Validación In-Situ Del Efecto Antimicrobiano De Polímeros Con Nanopartículas Basadas En Cobre En Ins Talaciones Hospitalarias,Humberto Palza Cordero,,0.0,Manufactura,,
It13I20006,2013,Un Atlas De Oleaje Para Chile,Jose Beyá,,0.0,Energia Y Aguas,,
It13I20008,2013,Producción Out-Door A Escala Piloto De Rotíferos Como Vector De Ingreso De Consorcios Microbianos Be Néficos Para Cultivos Acuícolas,Fernando Silva Aciares,,0.0,Pesca Y Acuicultura,,
Ca12I10248,2012,"Evaluación De Estrategias Microbiológicas, Enzimáticas Y Operacionales Para La Producción De Vino Reducido En Alcohol",Alejandra Urtubia Urbina,,0.0,Agropecuaria,,
It13I20010,2013,Gems: Gestión Experimental De La Mejora De Software,María Bastarrica Piñeyro,,0.0,Tecnología De La Información Y Comunicaciones,,
It13I20015,2013,Redes Inalámbricas De Sensores: Desarrollo De Soluciones Precompetitivas,Christian Oberli,,0.0,Tecnología De La Información Y Comunicaciones,,
Id15I10142,2015,Estimación Del Contenido De Aceite En Olivas En Base A Tecnologías No Destructivas,Marco Mora Cofre,,0.0,Agropecuaria,,
It13I20027,2013,Estrategia Para El Mejoramiento Del Clima Emocional En El Aula,Dante Castillo Guajardo,,0.0,Educacion Y Ciencias Sociales,,
